STATIONCODE,CO,NO2,SO2,O3,PM25,PM10,TEMPERATURE,HUMIDITY,RECEIVETIME,EQUSTATE,PM05N,PM1N,PM25N,PM10N
XH808A416121601153,471.24,497.72,564.41,541,76,78,3.86,77.48,2017-3-18 01:00,1,6308.9,2874.59,609.55,55.34
XH808A416121601153,454.43,495.2,555,538.17,72.1,74.9,3,78,2017-3-18 02:00,1,5949.23,2708.93,586.8,60.67
XH808A416121601153,453.93,491.69,557.07,527.1,69.17,72.14,3,78.97,2017-3-18 03:00,1,5676.31,2570.55,566.97,59.31
XH808A416121601153,442.31,481.1,583.62,519.28,64.34,66.03,3,76.55,2017-3-18 04:00,1,5336.83,2422.07,521.48,50.21
XH808A416121601153,442.07,473.97,563.77,505.23,65.6,69.03,3,80.1,2017-3-18 05:00,1,5451.13,2459.47,539.7,57.47
XH808A416121601153,443.21,468.31,594.45,476.72,64.24,66.24,3,79.28,2017-3-18 06:00,1,5391.21,2444.21,521.76,51.66
XH808A416121601153,439.69,460.83,601.48,482.97,64.86,67.62,3,79.45,2017-3-18 07:00,1,5390.1,2443.62,533.97,55.52
XH808A416121601153,446.22,484.04,606.48,515.04,63.41,65.67,3,76.93,2017-3-18 08:00,1,5335.74,2415.04,518.7,53.41
XH808A416121601153,457.93,498.6,609.73,528.73,72.47,75.67,3.93,73.73,2017-3-18 09:00,1,5883.6,2707.8,594.6,60.73
XH808A416121601153,478.79,571.86,579.38,636.31,78.41,80.76,5.1,69.24,2017-3-18 10:00,1,6461.28,2948.14,613.34,56.24
XH808A416121601153,483.47,719.17,514.37,818.27,76.17,79.03,7.37,60.3,2017-3-18 11:00,1,6332.47,2837.4,582.9,52.47
XH808A416121601153,487.45,1037.14,379.62,1225,97.55,102.41,10.76,49.93,2017-3-18 12:00,1,8043.03,3626.17,718.62,57.79
XH808A416121601153,455.5,1150.73,226.57,1383.27,99.07,103.1,13,43.33,2017-3-18 13:00,1,8191.3,3697.23,698.03,51.3
XH808A416121601153,461.48,1017.38,169.38,1222.03,93.86,98.69,13.28,42.1,2017-3-18 14:00,1,7698.62,3466.28,668.34,49.72
XH808A416121601153,447.3,838.9,276.83,982.53,91.83,95.33,11.53,49.67,2017-3-18 15:00,1,7499.2,3387.97,659.03,49.87
XH808A416121601153,445.52,762.72,345.1,882.34,90.31,92.55,10.14,52.62,2017-3-18 16:00,1,7475.38,3403.28,649.76,48.17
XH808A416121601153,446.47,778.27,330.83,901.13,90.5,93.4,10,53.73,2017-3-18 17:00,1,7413.43,3377.53,652.17,50.1
XH808A416121601153,442.1,744.83,387.41,854.66,80.83,83.86,10,53.34,2017-3-18 18:00,1,6692.9,3021.62,576.34,43.17
XH808A416121601153,412.66,719.83,467.21,792.31,32.69,33.55,9.41,50.72,2017-3-18 19:00,1,2991.17,1223.28,241.17,19.28
XH808A416121601153,403.14,700.17,450.66,751.24,23,23.59,8.17,52.59,2017-3-18 20:00,1,2253.86,879.9,175.41,15.55
XH808A416121601153,403.86,705.29,419.61,755.93,23.21,24.04,7.75,53.82,2017-3-18 21:00,1,2216.93,870.39,176.93,16.14
XH808A416121601153,400.76,699.72,416.41,746.62,22.76,23.28,7,54.72,2017-3-18 22:00,1,2174.34,848.66,173.24,14.93
XH808A416121601153,399.62,683.72,408.52,723.41,24.38,24.79,7,56.76,2017-3-18 23:00,1,2327.03,921.66,181.34,15.97
XH808A416121601153,399.28,657.79,436.72,699.1,26.24,26.86,7,58.14,2017-3-19,1,2478.72,999.31,203.72,17.24
XH808A416121601153,398.53,645.33,445.9,690.03,26.4,26.57,6.2,58.83,2017-3-19 01:00,1,2493.73,999.23,198.97,14.53
XH808A416121601153,397.83,615.03,443.07,668.8,28.1,28.6,6,59.73,2017-3-19 02:00,1,2614.47,1060.9,214.27,18.47
XH808A416121601153,399.97,589.14,457.76,644.41,30.72,31.83,6,60.86,2017-3-19 03:00,1,2855.69,1189.48,247.69,22.62
XH808A416121601153,400.97,555.31,483.69,612.76,33,33.48,6,61.86,2017-3-19 04:00,1,3001.86,1249.03,255.34,20.83
XH808A416121601153,402.37,517.77,520.67,561.87,35.43,35.97,6,65,2017-3-19 05:00,1,3243.1,1360.27,266.1,20.67
XH808A416121601153,407.17,521.14,510.48,561.97,37.24,37.48,5.76,69.9,2017-3-19 06:00,1,3420.41,1440,279.79,20.69
XH808A416121601153,403,487.66,551.93,500.48,37.45,37.55,4.72,78.41,2017-3-19 07:00,1,3411.21,1445.55,286.14,21.17
XH808A416121601153,406.73,482.23,573.4,517.67,36.87,36.9,4,80.6,2017-3-19 08:00,1,3352,1427.47,280.67,19.97
XH808A416121601153,413.14,492.38,543.83,518.38,43.55,43.66,4.41,82.07,2017-3-19 09:00,1,3908.62,1693.79,328.31,24.14
XH808A416121601153,417.52,514.62,549.28,554.9,54.38,54.41,5.41,78.17,2017-3-19 10:00,1,4754.86,2102.55,398.86,27.86
XH808A416121601153,417.77,610.77,503.67,676.1,68.7,70.13,7.63,68.97,2017-3-19 11:00,1,5799.23,2635.87,506.83,39.43
XH808A416121601153,421,710.48,443.28,808.86,63.97,66.86,10.79,55.07,2017-3-19 12:00,1,5331.31,2382.21,470.52,38.48
XH808A416121601153,428.83,761.34,409.14,869.52,57.69,61.17,13.24,45.97,2017-3-19 13:00,1,4889.21,2125.07,406.31,32.59
XH808A416121601153,435.93,830.9,342.87,954.8,55.77,59.33,14.9,41.67,2017-3-19 14:00,1,4760.67,2046.83,392.8,30.7
XH808A416121601153,434.34,994.76,204.24,1179.38,63.48,67.38,16,38.79,2017-3-19 15:00,1,5365.03,2345.1,430.62,30.66
XH808A416121601153,426.9,1120.62,91.86,1338.9,67.45,72,17.48,35.41,2017-3-19 16:00,1,5669.59,2485.03,457.48,31.48
XH808A416121601153,432.03,1107.52,62.76,1321.9,67.48,73.17,18,33.76,2017-3-19 17:00,1,5574.17,2458.1,456.17,31.72
XH808A416121601153,428.86,997.24,148.62,1175.48,66.31,71.59,16.14,36.21,2017-3-19 18:00,1,5365.59,2379.24,448.41,31.79
XH808A416121601153,403.5,811.07,341.8,901.2,33.2,36.13,13.5,39.67,2017-3-19 19:00,1,2849.5,1185.4,238.1,20.7
XH808A416121601153,400.72,691,369.21,777.93,22.55,26.14,11.59,45.03,2017-3-19 20:00,1,1986.38,783.52,180.21,21.17
XH808A416121601153,400.27,659.43,438.43,737.17,32.47,35.53,10.2,51.33,2017-3-19 21:00,1,2853.33,1189.8,253.7,25.8
XH808A416121601153,427.34,625.48,384.97,703.17,44.86,51.14,8.59,58.45,2017-3-19 22:00,1,3787.17,1642.76,364.07,43.38
XH808A416121601153,430.79,602.55,456.62,667.21,42.21,47.07,7.45,59.69,2017-3-19 23:00,1,3600.17,1539.86,338.48,38.03
XH808A416121601153,458.28,587.83,488.97,656.17,55.41,60.69,6.34,65,2017-3-20,1,4526.52,2001.03,449.62,47.55
XH808A416121601153,460.38,530.41,529.93,577,60.38,66.38,5.38,74.1,2017-3-20 01:00,1,4963.66,2203.07,499.31,55.34
XH808A416121601153,447.76,548.48,507.52,597.59,56.97,65.45,4.66,76.31,2017-3-20 02:00,1,4600.28,2067,502.62,65.93
XH808A416121601153,433.07,561.14,498.21,628.24,48.28,54.9,4,77.38,2017-3-20 03:00,1,3894.76,1733.86,423.55,53.93
XH808A416121601153,433.62,515.24,531.14,567.17,48.79,55.76,3.1,79.79,2017-3-20 04:00,1,4000.21,1781.86,432.45,57.66
XH808A416121601153,427.97,499.5,557.13,532.9,48.43,53.03,2.83,79.97,2017-3-20 05:00,1,4074.27,1806.5,415.03,50.33
XH808A416121601153,431.93,470.31,583.31,496.31,48.07,52.17,2,82.52,2017-3-20 06:00,1,4077.1,1794.86,410.48,48.41
XH808A416121601153,424.75,468.5,588,492.79,50.71,52.79,1.79,82.64,2017-3-20 07:00,1,4324.89,1906.86,424.32,46.29
XH808A416121601153,433.24,439.93,610.48,459.31,54.24,56,1.41,82.38,2017-3-20 08:00,1,4604.17,2048.31,452.79,46.9
XH808A416121601153,461.8,524.27,576.47,567.97,70.03,80.3,3.43,75.97,2017-3-20 09:00,1,5382.67,2422.93,552.07,66.1
XH808A416121601153,480.52,810.83,439.07,925.69,84.76,87.24,6.62,63.45,2017-3-20 10:00,1,7025.21,3139.14,640.83,55.41
XH808A416121601153,468.93,905.57,472.43,1049.47,87.5,91.43,10.13,52.03,2017-3-20 11:00,1,7326.87,3237.33,634.57,52.5
XH808A416121601153,516.83,1104.41,327.21,1314.38,100.72,106.79,13.52,44.03,2017-3-20 12:00,1,8377.59,3709.07,706.9,53.31
XH808A416121601153,459.28,1008.55,317.28,1201.76,72.97,79.14,15.34,37.21,2017-3-20 13:00,1,5947.79,2613.17,504.31,39.66
XH808A416121601153,448.79,1066.45,222.62,1280.76,60.14,67.48,17.38,28.83,2017-3-20 14:00,1,4954,2144,422.97,35.9
XH808A416121601153,412.03,839.33,402.3,962.97,25.4,30.53,18.33,22.57,2017-3-20 15:00,1,2171.03,880.07,195.5,22.9
XH808A416121601153,402.24,817.48,412.07,959.07,20,25.48,20.59,18.07,2017-3-20 16:00,1,1702.31,662.07,156.79,18.93
XH808A416121601153,387.41,875.14,398.69,957.03,15.62,20.21,21,16.1,2017-3-20 17:00,1,1356.14,508.24,123.24,15.93
XH808A416121601153,389.97,942.77,369.63,948.73,12.43,15.9,19.6,16.87,2017-3-20 18:00,1,1116.73,403.67,104.73,13
XH808A416121601153,386.83,869.76,334.03,878.66,12.48,16,16.9,20.83,2017-3-20 19:00,1,1140.93,414.24,106.03,14.83
XH808A416121601153,387.3,906.2,317.4,880.87,12.43,15.13,14.63,23.93,2017-3-20 20:00,1,1171.27,422.5,105.63,13.4
XH808A416121601153,384.07,795.97,379.72,833.45,12.72,15.41,13.59,24.55,2017-3-20 21:00,1,1193.1,430.48,108.48,14.59
XH808A416121601153,380.72,768.69,370.41,799.83,12.79,15.59,13,26.72,2017-3-20 22:00,1,1220.79,450.72,116,16.21
XH808A416121601153,397.77,664.6,402.87,725.4,19.93,24.03,11.97,30.07,2017-3-20 23:00,1,1711.97,685.9,168.97,22.27
XH808A416121601153,403.07,602.72,443.03,674.21,25.17,31.03,11,34.45,2017-3-21,1,2082.62,873.48,222.66,29.97
XH808A416121601153,406.21,602.55,468.97,670.66,25.21,30.69,10.03,38.1,2017-3-21 01:00,1,2077.45,865.55,219.76,29.31
XH808A416121601153,408.03,584.21,484.34,648.45,27.69,33.62,9.03,42.28,2017-3-21 02:00,1,2215.17,944.69,245.03,32.59
XH808A416121601153,402.5,551.4,504.77,616.03,27.37,33.37,8,45.73,2017-3-21 03:00,1,2215.3,948.17,244.27,34.17
XH808A416121601153,406.6,514.67,528.07,570.63,30.1,35.1,6.97,51.93,2017-3-21 04:00,1,2468.8,1058.9,262.13,33.67
XH808A416121601153,403.55,501.1,551.14,544.21,27.76,31.14,6,55.07,2017-3-21 05:00,1,2330.34,985.59,240.14,28.69
XH808A416121601153,421.76,502.34,550.79,556.97,31.24,36.17,5.97,58.97,2017-3-21 06:00,1,2576.48,1110.14,277,36
XH808A416121601153,436.2,496.33,561.37,534.6,31.8,37.67,4.9,61.87,2017-3-21 07:00,1,2644.1,1147.87,286.37,39.9
XH808A416121601153,467.72,515.38,556.07,568.24,40.21,46.69,4.31,63.48,2017-3-21 08:00,1,3281.48,1452.14,358.59,49.41
XH808A416121601153,465,539.3,573.47,606,44.63,54.67,6.33,56.2,2017-3-21 09:00,1,3404.6,1531.03,386.7,53.97
XH808A416121601153,443.9,775.55,502.38,905.1,40.48,45.07,9.45,42.9,2017-3-21 10:00,1,3339.45,1445.59,319.1,34.45
XH808A416121601153,444.1,963.86,343.62,1139,45.24,51.66,12.76,35,2017-3-21 11:00,1,3677.38,1579.52,342.76,35.03
XH808A416121601153,440.24,987.03,302.69,1168.48,37.38,41.41,16.03,29.38,2017-3-21 12:00,1,3182.66,1328,277.24,25.31
XH808A416121601153,413.37,807.2,418.83,914.3,27.1,30.73,17.67,25.97,2017-3-21 13:00,1,2387.7,971.03,211.73,18.7
XH808A416121601153,416.31,831.9,394.62,946.66,31.62,35.79,18.66,25.45,2017-3-21 14:00,1,2761.9,1120.07,227.21,19.86
XH808A416121601153,411.48,826.79,405.72,914.31,31.9,37.14,19,26.07,2017-3-21 15:00,1,2762.97,1127.76,224.45,21.62
XH808A416121601153,400.1,820.43,389.43,902.3,30.3,34.7,19.43,26.9,2017-3-21 16:00,1,2645.7,1058.37,208.63,18.77
XH808A416121601153,398.1,855.83,335.86,921.59,30.45,34.48,17.79,30.79,2017-3-21 17:00,1,2675.93,1087.45,220,19.45
XH808A416121601153,399.73,765.5,360.67,815.67,30.17,33.2,15.6,37.47,2017-3-21 18:00,1,2696.57,1098.9,214.3,18.9
XH808A416121601153,404.41,716.1,395.9,769.38,32.17,35.31,14.79,41.45,2017-3-21 19:00,1,2859.76,1156.34,232.48,20.38
XH808A416121601153,403.79,691.48,455.72,724.9,32.55,34.45,13.41,45.38,2017-3-21 20:00,1,2914.1,1176.83,231.62,18.41
XH808A416121601153,409.9,623.83,455.27,668.43,34.07,36.3,12.13,51.03,2017-3-21 21:00,1,3090.8,1255.07,243.23,21.33
XH808A416121601153,409.55,589.97,487.1,618.83,32.72,34.17,10.41,58.45,2017-3-21 22:00,1,2993.38,1221.62,242.14,20.1
XH808A416121601153,417.76,567.55,485.17,616.45,35.55,37.1,9.24,62.97,2017-3-21 23:00,1,3205.41,1327.79,265.21,22.31
XH808A416121601153,417.07,552.24,504.41,594,31.76,32.83,8.24,65.9,2017-3-22,1,2924.34,1188.1,233.59,19.21
XH808A416121601153,424,540.9,540.86,584.17,32.38,33.28,7.62,67.66,2017-3-22 01:00,1,2988.41,1218.38,245.17,21.14
XH808A416121601153,436.17,511.21,556.34,550.76,40.45,41.45,6.62,71.34,2017-3-22 02:00,1,3678.72,1541.76,303.83,26.76
XH808A416121601153,428.73,493.7,563.33,524.6,39.27,40.4,5.93,73.47,2017-3-22 03:00,1,3569.97,1499.07,303.2,27.3
XH808A416121601153,433.17,466.45,601.21,489.28,47.48,48.14,5,76.17,2017-3-22 04:00,1,4258.93,1809.21,354.59,31.31
XH808A416121601153,432.1,457.34,600.24,478.69,50.72,52.41,4.34,78.62,2017-3-22 05:00,1,4437.1,1912.38,395.55,37.41
XH808A416121601153,435.24,453.21,611.93,476.07,52.21,53.38,4,79.1,2017-3-22 06:00,1,4592.03,1980.31,410.52,38
XH808A416121601153,437.23,447.5,609.47,475.57,64.07,65.6,4,81.2,2017-3-22 07:00,1,5576.33,2439.17,492.17,44.73
XH808A416121601153,471.1,468.21,601.24,500.1,61.79,63.52,4,81.03,2017-3-22 08:00,1,5387.41,2347.55,483.45,45.45
XH808A416121601153,473.07,508.45,590.41,547.07,62.21,65.9,5.62,74.03,2017-3-22 09:00,1,5257.66,2312.24,494.97,49.45
XH808A416121601153,479.28,556.55,632.76,602.59,54.45,56.66,9.31,60.34,2017-3-22 10:00,1,4751.1,2021.31,407.59,33.34
XH808A416121601153,467.9,718.66,540.17,806.38,60.72,63.62,12.52,49.93,2017-3-22 11:00,1,5242.03,2233.41,431.66,32.83
XH808A416121601153,470.97,1095.79,274.97,1300.59,81.03,86.03,15.76,40.62,2017-3-22 12:00,1,6936.34,3003.72,544.41,39.28
XH808A416121601153,444.8,1010.8,276.73,1185.73,62.53,68.03,17.5,34.9,2017-3-22 13:00,1,5256.7,2257.8,429.1,32.7
XH808A416121601153,435.26,907.56,356.78,1045.07,53.33,58.89,18.93,31.41,2017-3-22 14:00,1,4496.3,1914.41,363.89,27.74
XH808A416121601153,435.57,827.71,438.07,939.71,49.43,57.5,21,27.07,2017-3-22 16:00,1,3938.57,1686.93,338.93,28.79
XH808A416121601153,420.52,840.72,452.21,933.17,44.17,52.59,21.34,26.1,2017-3-22 17:00,1,3510.17,1494.24,308.03,26.97
XH808A416121601153,414.45,798.31,427.86,871.17,41.38,48.66,19.66,30.66,2017-3-22 18:00,1,3321.14,1417.79,299.83,26.9
XH808A416121601153,414.1,767.79,441.34,846.62,39.03,46.83,19.31,32.1,2017-3-22 19:00,1,3136.69,1337.34,285.07,28.03
XH808A416121601153,402.9,683.7,479.17,717.13,32.27,38.1,17.53,38.83,2017-3-22 20:00,1,2601.2,1105.37,243,23.73
XH808A416121601153,405.93,643.86,492.79,669.17,31.97,37.03,15.28,45.79,2017-3-22 21:00,1,2727.52,1132.69,246.07,26.14
XH808A416121601153,406.24,596.83,534.69,623.45,30.79,35.14,14.07,48.97,2017-3-22 22:00,1,2674.72,1098.21,234.79,24.76
XH808A416121601153,418.9,553.31,569.38,581.79,37.48,41.14,12.79,52.69,2017-3-22 23:00,1,3238.52,1348.9,276.17,25.07
XH808A416121601153,423.17,497.93,614.97,517.28,46.24,51.21,11.48,57.41,2017-3-23,1,3914.86,1674.24,347.24,33.66
XH808A416121601153,418.9,482.27,617.5,498.63,43.63,46.7,10.37,61.7,2017-3-23 01:00,1,3779.53,1610.53,325.3,29.03
XH808A416121601153,418.21,475.69,615.1,485.03,38.59,40.59,9.34,65.31,2017-3-23 02:00,1,3409.52,1427.24,289.48,25.1
XH808A416121601153,419.62,449.24,640.17,457,42.59,45.28,8.79,66.69,2017-3-23 03:00,1,3648.72,1557.62,327.66,31.55
XH808A416121601153,398,540.34,653.86,559.17,36.69,38.34,9.28,60.31,2017-3-23 04:00,1,3248.79,1350.31,267.86,22.31
XH808A416121601153,394.53,574.57,599.97,595.43,36.57,37.53,9,59.2,2017-3-23 05:00,1,3357.47,1379.67,266.83,21.5
XH808A416121601153,396.79,597.28,585.86,612.28,36.21,37.41,9,59,2017-3-23 06:00,1,3315.03,1347.72,266.83,20.93
XH808A416121601153,390.5,655.07,481.8,706.47,18.97,21,9,57.1,2017-3-23 07:00,1,1873.03,721,164.4,21.83
XH808A416121601153,391.23,664.6,439.9,716.2,9.5,10.6,8.07,56.13,2017-3-23 08:00,1,1058.83,348.87,82.3,10.2
XH808A416121601153,392.23,651.4,450.53,710.53,7.2,8,7.63,53.1,2017-3-23 09:00,1,861.2,254.47,63.23,8.77
XH808A416121601153,386.93,662.62,421.28,731.79,4.28,4.79,5.79,53.45,2017-3-23 10:00,1,602.76,145.41,40,6.28
XH808A416121601153,385.21,671.97,360.93,715.1,5.72,6.28,3.48,66.03,2017-3-23 11:00,1,763.41,213.21,56.62,8.21
XH808A416121601153,388.59,678.83,345.97,731.28,6.52,6.66,3,73.07,2017-3-23 12:00,1,841.21,238,57.03,6.14
XH808A416121601153,379.43,686.93,364.7,755.6,8.2,8.67,3,64.5,2017-3-23 13:00,1,947.17,293.1,74.8,10.13
XH808A416121601153,385.21,715.69,330.03,777.93,13.1,14.21,3,61.24,2017-3-23 14:00,1,1360.21,481.03,119.93,15.52
XH808A416121601153,384.1,710.24,329.45,755.38,18.83,20.34,2.76,65.59,2017-3-23 15:00,1,1865.1,706.07,169.41,21.52
XH808A416121601153,388.38,656.31,359.9,704.31,27.62,28.93,2,74.97,2017-3-23 16:00,1,2590.17,1036.62,242.45,27.31
XH808A416121601153,394.22,668,362.61,734.43,29.61,31.43,2,77.04,2017-3-23 17:00,1,2688.78,1099.65,262.43,30.65
XH808A416121601153,389.21,703.38,376.03,754.93,27.93,30.9,2.21,69.52,2017-3-23 18:00,1,2385.34,996.66,266.41,33.21
XH808A416121601153,389.03,677.07,394.53,748.6,21.63,25.13,3,63.07,2017-3-23 19:00,1,1851.87,754.53,203.83,29.3
XH808A416121601153,398.07,622.73,403.97,709.17,30.8,35.23,3,61.5,2017-3-23 20:00,1,2545.7,1082.4,279.17,36.93
XH808A416121601153,393.45,593.41,452,662.38,34.93,38.52,3,62,2017-3-23 21:00,1,2863,1244.41,312.69,38.28
XH808A416121601153,395.21,585.97,430.93,651.83,35.76,40.34,3,61.93,2017-3-23 22:00,1,2975.45,1295.83,322.76,40.83
XH808A416121601153,395.17,580.76,451.17,638.72,35.97,40.24,3,61.93,2017-3-23 23:00,1,2987.34,1295.38,323,41.48
XH808A416121601153,389.24,549.66,483.45,601.03,37.45,41.52,3,62.24,2017-3-24,1,3120.93,1360.86,328.86,39.79
XH808A416121601153,399.1,521.8,475.83,572.87,39.9,43.07,2.03,67.33,2017-3-24 01:00,1,3298.67,1439.63,351.9,42.67
XH808A416121601153,390.17,520.21,494.62,565.76,40.31,43.72,2.9,65.41,2017-3-24 02:00,1,3373.48,1478.52,350.1,40.83
XH808A416121601153,394.13,497.13,531.4,543.43,42.6,45.03,3,64.83,2017-3-24 03:00,1,3588.47,1564.43,361.6,39.77
XH808A416121601153,388.83,487.83,545.9,529.72,42.28,45.28,3,64.28,2017-3-24 04:00,1,3545.52,1565.55,365.79,42.1
XH808A416121601153,398.57,490.4,538.73,534.23,48.33,51.13,3,64.4,2017-3-24 05:00,1,4073.13,1809.33,402.57,45.2
XH808A416121601153,396.52,502.76,528.45,541.38,47.48,50.21,3,64.79,2017-3-24 06:00,1,3953.93,1756.76,405.97,45.34
XH808A416121601153,409.66,478.76,549.79,516,45.38,48.21,3,66.69,2017-3-24 07:00,1,3796.31,1670.83,387.38,43.66
XH808A416121601153,426.38,502,533.52,541.48,50.55,53.83,3,66.1,2017-3-24 08:00,1,4167.1,1861.83,427.86,47.79
XH808A416121601153,434.83,526.47,539.13,574.27,51.9,55.67,3.73,62.33,2017-3-24 09:00,1,4228.9,1899.73,438.07,49.07
XH808A416121601153,418.03,585.41,516.83,642.17,47.45,51.55,5.59,55.62,2017-3-24 10:00,1,3944.59,1741.62,403.21,45.38
XH808A416121601153,399.86,650.66,521.38,711.03,35.79,42.76,7.86,43.62,2017-3-24 11:00,1,2791.17,1228.45,320.03,42.86
XH808A416121601153,397.71,655.86,526.46,722.18,31.82,40.07,10.21,35,2017-3-24 12:00,1,2441.14,1073.46,292.46,42.36
XH808A416121601153,396,680.07,482.66,757.83,29,37.55,11.9,30.86,2017-3-24 13:00,1,2224.41,965.34,267.93,39.9
XH808A416121601153,393.27,726.7,437.83,805.57,25.17,33,12.13,28.47,2017-3-24 14:00,1,1907.33,815.97,234.23,36.27
XH808A416121601153,391.03,760.9,410.9,827.17,21.37,28.7,12.37,25.57,2017-3-24 15:00,1,1647.63,687.57,204.97,33.13
XH808A416121601153,384.48,762.66,383.21,840.66,11.17,15.28,12,19.83,2017-3-24 16:00,1,1005,359.07,113.21,19.55
XH808A416121601153,383.23,741.57,349.53,818.57,9.6,12.2,11.3,21.23,2017-3-24 17:00,1,938.67,315.47,93.7,15.43
XH808A416121601153,389.9,750.1,330.21,833.31,9.34,11.66,10.55,20.07,2017-3-24 18:00,1,971.48,319.28,90.97,15.07
XH808A416121601153,383.34,714.52,358.97,786.66,7.93,10.17,9.48,20.79,2017-3-24 19:00,1,877.66,275.38,76.17,12.76
XH808A416121601153,385.13,652.97,391.03,721.3,9,11.27,7.6,25.47,2017-3-24 20:00,1,960.73,307.67,89.43,14.27
XH808A416121601153,379,674.52,389.72,735.34,8.52,11.66,6.48,26.79,2017-3-24 21:00,1,880.69,286.07,91.17,15.93
XH808A416121601153,380.86,635.34,440.21,710.59,9.34,12.83,6,26.66,2017-3-24 22:00,1,916.69,316.48,99.62,19
XH808A416121601153,378.17,640.38,426.79,707,9.41,12.66,6,26.59,2017-3-24 23:00,1,914.93,312.79,100.48,19.31
XH808A416121601153,376.03,648.41,435.93,707.45,9.41,12.86,6,26.17,2017-3-25,1,901.03,307.59,100.28,20.21
XH808A416121601153,376.03,619.83,405.52,687.52,9.86,13.69,6,27.07,2017-3-25 01:00,1,931.31,323.45,105.14,19.79
XH808A416121601153,375.76,616.62,421.21,687.79,9.24,12.86,5.07,27.9,2017-3-25 02:00,1,900.62,306.79,98.97,19.62
XH808A416121601153,376.07,614.07,409.38,681.07,9.62,13.21,5,29.14,2017-3-25 03:00,1,928.76,320.21,104.52,19.07
XH808A416121601153,375.47,610.07,423.8,678.27,9.47,12.4,4.57,30.73,2017-3-25 04:00,1,923.67,315.87,100,17.87
XH808A416121601153,374.52,600.28,401.66,680.14,10.62,13.76,4,33.79,2017-3-25 05:00,1,1002.24,355.38,109.28,20.03
XH808A416121601153,379.24,553.48,447.17,628.03,12.14,15.86,4,35.21,2017-3-25 06:00,1,1131.21,414.14,127.48,23.55
XH808A416121601153,382.21,501.46,490.79,560.79,14.21,18.32,4,39.43,2017-3-25 07:00,1,1240.21,466.68,144.04,24.68
XH808A416121601153,392.72,524.03,491.17,586,16.76,21.38,4,41.55,2017-3-25 08:00,1,1438.9,569.72,165.93,28.79
XH808A416121601153,396.79,617.86,484.24,690.34,14.9,18.66,4.93,36,2017-3-25 09:00,1,1367.03,513.34,147.69,25.38
XH808A416121601153,389.76,652.79,433.41,734.55,12.86,16.38,7.48,31.97,2017-3-25 10:00,1,1214.24,439,124.48,20.9
XH808A416121601153,388.66,708.03,407.72,800.45,13.52,17.45,10.14,26.83,2017-3-25 11:00,1,1255.93,463.9,129.59,20.62
XH808A416121601153,390.5,723.2,381.13,833.2,14.27,18.1,12.87,22.23,2017-3-25 12:00,1,1302.73,478.17,123.4,19.7
XH808A416121601153,384.77,768.97,353.07,876.63,14.87,18.87,13.9,20.03,2017-3-25 13:00,1,1373,501.97,131,19.7
XH808A416121601153,386.03,773.97,330.53,894.77,16.57,20.97,14.73,17.7,2017-3-25 14:00,1,1519.33,564.37,146.8,20.5
XH808A416121601153,386.48,793.79,333.38,893.93,17.14,21.24,13.76,16.41,2017-3-25 15:00,1,1544.14,570.31,143.72,20.24
XH808A416121601153,382.1,786.69,331.93,876.66,15.9,20.59,15.28,18.28,2017-3-25 16:00,1,1440.41,533,138.28,21.59
XH808A416121601153,379.59,755.62,328.21,841.69,15.83,21,13.48,19.72,2017-3-25 17:00,1,1417.24,527.55,141.83,21.97
XH808A416121601153,377.57,744.73,345.3,835.43,15.17,20.9,13.27,17.3,2017-3-25 18:00,1,1285.47,494,146.43,24.9
XH808A416121601153,378.28,699.45,366.34,777.52,15.28,23,11.62,17.38,2017-3-25 19:00,1,1187.34,476.14,161.69,31.24
XH808A416121601153,377.23,650.87,392.03,714.87,19.87,30.8,8.57,22.53,2017-3-25 20:00,1,1328.93,588.67,221.87,43.9
XH808A416121601153,376.52,633.24,413.03,692.48,18.62,29.38,7.07,24.86,2017-3-25 21:00,1,1256.31,554.07,216.14,44.34
XH808A416121601153,377.28,609.83,425.66,674.93,16.38,25.76,6.17,25.9,2017-3-25 22:00,1,1153,492.76,191.9,40.21
XH808A416121601153,377.25,627.36,422.93,692.32,14.96,22.68,5.54,25.96,2017-3-25 23:00,1,1111.61,463.36,173.93,36.14
XH808A416121601153,376.52,584.76,454.59,651.97,14.24,20.79,4.79,27.1,2017-3-26,1,1077.76,432.31,159.55,29.86
XH808A416121601153,382.83,526.24,461.41,591.03,17.48,25.76,3.86,31.69,2017-3-26 01:00,1,1346.34,562.07,195.9,40.55
XH808A416121601153,387.57,503.73,466.63,572.2,19.6,28.17,2.93,37.4,2017-3-26 02:00,1,1482.47,633.9,218.43,42.57
XH808A416121601153,391.03,496.07,493.62,556.9,21.07,29.55,2,40.86,2017-3-26 03:00,1,1606.41,683.21,226.97,45.07
XH808A416121601153,390.48,473.76,515.21,527.83,21.21,28.9,1.45,44.55,2017-3-26 04:00,1,1681,709.31,229.24,42.79
XH808A416121601153,388.52,498.55,507.83,554,17.41,25.17,1,43.66,2017-3-26 05:00,1,1398.07,573.62,197.93,40.34
XH808A416121601153,390.24,496.55,525.86,554.79,17.14,23.83,0.38,44.83,2017-3-26 06:00,1,1399.52,568.34,192.41,36.72
XH808A416121601153,390.69,500.03,516.48,555.59,18.31,24.86,0,45.72,2017-3-26 07:00,1,1508.1,618.9,201.79,38.41
