STATIONCODE,CO,NO2,SO2,O3,PM25,PM10,TEMPERATURE,HUMIDITY,RECEIVETIME,EQUSTATE,PM05N,PM1N,PM25N,PM10N
XH808A416121601153,522.28,570.31,486.1,670.9,107.55,107.66,0,52.72,2017-1-24 23:00,5,8823.17,4140.41,876.03,74.97
XH808A416121601153,506.93,531.24,541.97,623.03,100.72,100.72,-0.72,47.14,2017-1-25,5,8369.69,3899.45,835.97,72.14
XH808A416121601153,475.97,497.31,584.24,586.38,85.72,85.76,-1.52,43.69,2017-1-25 01:00,5,7290.45,3356.93,705.97,60.66
XH808A416121601153,478.62,479.86,584.28,564.03,90.24,90.31,-2,47.93,2017-1-25 02:00,5,7654.9,3529.83,760.52,68.1
XH808A416121601153,473.24,456.69,622,537.83,89.41,89.45,-2.83,44.93,2017-1-25 03:00,5,7661.69,3540.38,754.66,65.03
XH808A416121601153,473.34,444.07,615.83,512.66,86.76,86.76,-3.14,50.07,2017-1-25 04:00,5,7540.93,3449.69,744.59,67.45
XH808A416121601153,457.24,419.24,632.45,466.28,82.03,82.03,-4,51.31,2017-1-25 05:00,5,7154.28,3296.72,713.86,64.72
XH808A416121601153,444.07,396.31,678.03,424.45,74.52,74.52,-4,48.86,2017-1-25 06:00,5,6597.28,2993.79,648.41,58.83
XH808A416121601153,459.69,410.21,678.69,444.21,74.03,74.03,-4.24,45.62,2017-1-25 07:00,5,6611,2985.52,648.59,61.59
XH808A416121601153,452.97,409.5,669.67,437.83,74.97,74.97,-5,46.9,2017-1-25 08:00,5,6687.3,3036.5,665.17,59.5
XH808A416121601153,470.62,438.52,639.66,482.48,82.93,82.93,-4.79,50,2017-1-25 09:00,5,7294.45,3331.62,725.41,67.21
XH808A416121601153,485.52,485.86,675.79,541.07,85.97,86,-2.76,42.14,2017-1-25 10:00,5,7342.17,3348.17,730.69,66.21
XH808A416121601153,522.37,654.27,614.6,771.6,108.07,108.17,0.8,32.23,2017-1-25 11:00,5,8881.1,4116.4,871.27,73.77
XH808A416121601153,541.23,766.03,567.57,929.4,115.6,116,3.97,24.97,2017-1-25 12:00,5,9313.43,4322,917.57,76.63
XH808A416121601153,529.07,828.69,593.21,1014.83,120.48,122.17,6.41,21.31,2017-1-25 13:00,5,9722.24,4510.03,934.45,75.34
XH808A416121601153,527.4,815.33,552.17,991.87,117.37,120.3,8.97,19.27,2017-1-25 14:00,5,9284.6,4341.17,897.27,71.6
XH808A416121601153,498.76,746.55,621,906.07,106.93,111.97,11.48,18.14,2017-1-25 15:00,5,8329.97,3890.21,794.45,60.21
XH808A416121601153,501.72,819.34,577.03,1014.86,104.45,111.38,12.31,17.17,2017-1-25 16:00,5,8152.52,3771.52,763.79,58.72
XH808A416121601153,492.07,821.1,620.17,1043.1,103.21,112.1,14.69,14.76,2017-1-25 17:00,5,8090.07,3688.55,730.59,53.28
XH808A416121601153,482,727.86,590.21,919.17,100.69,108.28,13.86,17.17,2017-1-25 18:00,5,7843,3620.17,728.34,54.52
XH808A416121601153,495.59,692.72,440.28,855.24,100.9,106.59,10,25.31,2017-1-25 19:00,5,7882.62,3673.41,757.59,63.38
XH808A416121601153,486.31,589.62,621.17,693.59,86.97,93.97,7.03,30.9,2017-1-25 20:00,5,6751.1,3178.76,695.38,70.07
XH808A416121601153,412.34,476.45,747.83,529.55,105.62,177.9,5.93,27.59,2017-1-25 21:00,5,5647.31,3190.59,1226.69,281.97
XH808A416121601153,401.9,449.1,725.03,497.21,186.55,342.97,4.07,23.83,2017-1-25 22:00,5,7837.76,5135.1,2419.48,603.34
XH808A416121601153,396.48,440.93,700.55,484.69,227.03,412.52,2.79,25.55,2017-1-25 23:00,5,9155.72,6149.86,2960.52,731.66
XH808A416121601153,399.03,448.1,684.67,482.17,225.07,404.13,2,26.97,2017-1-26,5,9216.53,6151.5,2938.9,718.23
XH808A416121601153,399.93,436.83,696.76,469.62,210.93,376.69,2,26.97,2017-1-26 01:00,5,8777.17,5808.69,2738.28,659.76
XH808A416121601153,396.2,442.27,696.37,475.8,198.07,361.53,2,27.87,2017-1-26 02:00,5,8254.7,5460.17,2607.37,652.2
XH808A416121601153,392.55,437.07,715.86,471.79,165.45,307.76,2,27.24,2017-1-26 03:00,5,7052.86,4648.83,2208.76,564.59
XH808A416121601153,384.03,449.1,721.72,489.69,145.38,268.34,1.38,25.34,2017-1-26 04:00,5,6136.86,4018.07,1942.76,488.66
XH808A416121601153,385.9,445.53,700.9,477.2,160.5,295.73,0.83,27.4,2017-1-26 05:00,5,6800.53,4482.7,2164.03,545.27
XH808A416121601153,388.1,440.34,692.86,473.59,164.41,302.24,0,29.03,2017-1-26 06:00,5,6992.45,4612.55,2225.41,563.59
XH808A416121601153,394.79,420.45,647.66,456.41,158.21,290,0,30.21,2017-1-26 07:00,5,6697.69,4434.93,2138.41,540.97
XH808A416121601153,403.34,417.86,607.03,450.69,142.34,257.17,0,32,2017-1-26 08:00,5,6287.34,4051.52,1913.07,482.21
XH808A416121601153,410.87,424.9,594.07,461.83,139.3,239.67,0,32.37,2017-1-26 09:00,5,6283.8,3984,1835.33,434.33
XH808A416121601153,427.4,455.83,609.03,507.83,124.77,213.2,0.3,31.37,2017-1-26 10:00,5,5812.77,3592.9,1614.63,381.27
XH808A416121601153,393.9,521.45,686.17,564.21,52.62,88.62,1.9,25.9,2017-1-26 11:00,5,2750.72,1534.38,655.03,154.24
XH808A416121601153,393.52,531.52,679.14,581.52,43.69,72.41,3.48,23.48,2017-1-26 12:00,5,2364.38,1287.03,544.45,123.07
XH808A416121601153,394.14,536.9,675.14,589.93,41.69,69.24,4.76,21.62,2017-1-26 13:00,5,2270.31,1224.48,517,114.03
XH808A416121601153,395.1,535.07,658.97,597.03,38.38,65.24,5.93,20.69,2017-1-26 14:00,5,2132.62,1132.31,470.93,108.59
XH808A416121601153,393.38,556.52,660.62,618.52,32,52.79,6.24,19.17,2017-1-26 15:00,5,1864.83,939.59,379.69,84.48
XH808A416121601153,391.14,557.69,648.69,633.1,24.52,39.76,6.97,18.17,2017-1-26 16:00,5,1543.17,726.45,286.52,62.03
XH808A416121601153,391.03,565.48,624.66,647.76,20.62,32.52,7,17.76,2017-1-26 17:00,5,1395.69,627.38,235.55,48.79
XH808A416121601153,389.48,549.17,636.83,616.31,22.03,35.1,5.86,19.1,2017-1-26 18:00,5,1461.31,671.34,252.07,54.59
XH808A416121601153,385.21,518.76,594.03,581.86,23.28,36.55,3.9,21.62,2017-1-26 19:00,5,1583.76,731.07,272.69,60
XH808A416121601153,402.21,493.97,589.76,556.14,23.79,32.41,2.55,25.38,2017-1-26 20:00,5,1800.55,792.41,253.03,46.24
XH808A416121601153,433.2,459.5,609.8,521.8,31.3,38.9,1,28.27,2017-1-26 21:00,5,2428.2,1097.73,311.53,51.5
XH808A416121601153,422,429.83,605,479.9,29.07,35.57,0.03,34.03,2017-1-26 22:00,5,2290.67,1032.3,292,46.97
XH808A416121601153,429.34,430.34,616.83,478.69,29.97,36.97,0,32.21,2017-1-26 23:00,5,2437.07,1088.31,305.07,51.07
XH808A416121601153,436,413.3,641.83,455.4,24.13,28.23,-0.53,34.2,2017-1-27,5,2043.73,886.9,243.83,37.87
XH808A416121601153,419.14,399.97,634.38,437.34,19.9,23.07,-1.03,35.48,2017-1-27 01:00,5,1719.79,725.86,201.62,31.17
XH808A416121601153,416.83,383.48,626.66,419.31,20.48,22.79,-2,39.07,2017-1-27 02:00,5,1832.07,765.52,204.1,30.1
XH808A416121601153,422.45,383.03,638.72,423.59,19.79,21.38,-2.45,41.24,2017-1-27 03:00,5,1759.59,731.83,198.17,28.41
XH808A416121601153,406.86,356.62,685.59,383.07,21.14,23.72,-3,42.45,2017-1-27 04:00,5,1891.03,795.21,214.38,32.31
XH808A416121601153,408.47,358,664.9,382.87,21.47,23.83,-3,44.87,2017-1-27 05:00,5,1924.93,811.87,218.73,32.7
XH808A416121601153,412.93,350.72,677.93,364.69,24.45,27.52,-3.28,43.72,2017-1-27 06:00,5,2081.03,914.41,253.48,38.14
XH808A416121601153,413.31,353.07,667.76,367.14,26.31,29.34,-4,44.72,2017-1-27 07:00,5,2249.55,978.76,272.41,41.28
XH808A416121601153,418.25,365.75,657.07,382.36,28.07,32.29,-4,45.64,2017-1-27 08:00,5,2357,1036.89,299.21,48.32
XH808A416121601153,423.37,369.27,657.57,385.53,29.93,35.2,-4,47.17,2017-1-27 09:00,5,2507.57,1129.53,319.03,54.23
XH808A416121601153,422.4,410.27,687.57,435.43,36.23,42.67,-2.53,38.5,2017-1-27 10:00,5,2881.1,1319.37,376.47,61.07
XH808A416121601153,443.62,562.21,666,638.79,47.45,56.28,0.24,31.97,2017-1-27 11:00,5,3700.86,1701.38,457.07,70.34
XH808A416121601153,440.8,661.53,644.4,784.93,44.43,55.63,3.17,24.7,2017-1-27 12:00,5,3412.93,1551.67,430,69.2
XH808A416121601153,431.67,630.63,610.97,739.9,36.43,48.07,5.13,20.63,2017-1-27 13:00,5,2721.67,1239.27,360.53,61.8
XH808A416121601153,437.17,653.76,574.62,777.9,38,50.1,7.31,18.76,2017-1-27 14:00,5,2831.07,1291.1,368.66,60.62
XH808A416121601153,436.7,652.6,573.97,782.13,39.87,51.33,8.6,17.07,2017-1-27 15:00,5,2978.13,1355.9,370.7,57.47
XH808A416121601153,430.52,619.52,586.38,742.55,37.79,50.62,10.14,16,2017-1-27 16:00,5,2770.07,1266.55,354.59,57.76
XH808A416121601153,426.41,588,611.59,692,37.21,52.41,10.21,15.93,2017-1-27 17:00,5,2644.17,1230.83,359.69,63.97
XH808A416121601153,421.54,534.07,597.29,614,41.04,55.39,8.25,19.46,2017-1-27 18:00,5,2948.36,1372.25,395.75,65.29
XH808A416121601153,431.76,514.52,561.07,596.03,40.03,52.48,7.03,23.38,2017-1-27 19:00,5,2948.17,1364.03,388.38,62.62
XH808A416121601153,523.77,566.57,787.93,670.17,278.47,288.83,4.9,24.43,2017-1-27 20:00,5,14349.13,8345.83,2167.53,181.5
XH808A416121601153,468.59,453.79,771.97,507.48,95.62,105.72,3.34,32.28,2017-1-27 21:00,5,8346.21,3894.41,916.97,115.66
XH808A416121601153,468.9,433.17,622.8,464.73,76.17,88.57,2.53,38.17,2017-1-27 22:00,5,5688.7,2700.6,694,94.5
XH808A416121601153,467.31,476.03,641.45,538.79,58.66,69.28,1.62,33.62,2017-1-27 23:00,5,4448.76,2091.14,557.97,83.55
XH808A416121601153,447.03,413.83,714.59,454.79,44.45,54.45,1,31.76,2017-1-28,5,3285.72,1549.41,438.48,66.97
XH808A416121601153,460.93,402.86,802.69,436.69,57.28,66.9,0.55,33.31,2017-1-28 01:00,5,4460,2055.83,548.17,76.52
XH808A416121601153,450.24,416.9,726.69,455.1,46.31,57.14,0,34.24,2017-1-28 02:00,5,3482.72,1629.24,468.03,73.93
XH808A416121601153,452.66,383.97,713.97,409.66,44.1,53.48,0,36.14,2017-1-28 03:00,5,3298.14,1554.07,446.1,69.59
XH808A416121601153,460.69,378.79,755.14,400.1,42.52,51.52,0,37.21,2017-1-28 04:00,5,3201.97,1517.03,429.55,69.41
XH808A416121601153,458.3,368.1,742.7,385.73,39.13,48.6,-0.83,40.33,2017-1-28 05:00,5,2999.3,1395.57,405.07,68.2
XH808A416121601153,430.1,366.86,725.79,390.59,38.21,47.38,-1.1,41.55,2017-1-28 06:00,5,2902.55,1360.59,400.14,67.83
XH808A416121601153,443.66,369.66,707,389.59,40.07,47.79,-2,45.31,2017-1-28 07:00,5,3095.79,1429.97,416.21,67.14
XH808A416121601153,441.55,384.21,693.31,418.52,38.48,46.52,-2.17,42.83,2017-1-28 08:00,5,3003.34,1399.76,404.62,66.69
XH808A416121601153,445.07,392.67,685.63,434.4,40.83,48.07,-2.67,44.3,2017-1-28 09:00,5,3208.13,1480.07,417.33,67.83
XH808A416121601153,446.34,442.55,695.07,489.69,43.41,51.07,-0.28,35.72,2017-1-28 10:00,5,3388.9,1553.17,428.72,63.48
XH808A416121601153,428.21,513.55,718,572.55,30.69,37.31,2.55,24.07,2017-1-28 11:00,5,2481.72,1086.1,294.31,46.45
XH808A416121601153,399.69,528.59,728.66,583.69,17.34,22.97,3.24,20.38,2017-1-28 12:00,5,1476.48,600.24,180.34,32.38
XH808A416121601153,396.34,527.48,711.34,591.38,15.83,21.24,4.45,18.97,2017-1-28 13:00,5,1348.93,540.48,164.45,29.72
XH808A416121601153,398.03,524.87,693.7,584.6,16.1,22.5,5.53,18.93,2017-1-28 14:00,5,1369.27,552.83,170.6,32.43
XH808A416121601153,401.45,531.62,676.28,595.14,15.72,21.48,5.07,19.62,2017-1-28 15:00,5,1327.21,531.17,164.24,30.38
XH808A416121601153,392.55,548.72,653.17,608.93,14.07,18.45,4.31,19.59,2017-1-28 16:00,5,1218.41,473.14,147.72,26.86
XH808A416121601153,391.46,536.5,646.82,605.93,12.79,17.32,4,19.93,2017-1-28 17:00,5,1134.32,437.25,136.07,26
XH808A416121601153,388.59,528.41,646.55,597.93,13.21,17.9,4,19.52,2017-1-28 18:00,5,1161.52,445.86,138.07,25.76
XH808A416121601153,391.73,505.07,646.23,574.63,15.83,22.57,3.37,21.17,2017-1-28 19:00,5,1363.97,546.7,168.5,34.67
XH808A416121601153,391.48,495.38,619.41,556.97,14.97,21.62,2.31,23.83,2017-1-28 20:00,5,1268.9,515.59,167.34,34.14
XH808A416121601153,390.14,501.79,617.59,561.93,14.55,20.31,2,25.1,2017-1-28 21:00,5,1237.45,491.86,159.86,31.9
XH808A416121601153,386.59,484.31,621.52,539.86,13.86,19.03,1.59,26.03,2017-1-28 22:00,5,1167.24,459.14,154.62,30
XH808A416121601153,385.28,482.34,630.79,544.14,15.28,22.03,1,27.14,2017-1-28 23:00,5,1247.69,513.72,176.45,37.59
XH808A416121601153,385.45,481.9,632.86,537.72,20.31,31.41,1,28.17,2017-1-29,5,1420.86,647.48,250.1,54.72
XH808A416121601153,386.45,465.97,643.21,518.31,19.93,31,0.03,29.45,2017-1-29 01:00,5,1396.31,632.48,240.55,53.38
XH808A416121601153,398.07,414.69,643.48,459.79,20.59,29.28,-0.07,33.21,2017-1-29 02:00,5,1557.86,697.93,239.59,48.31
XH808A416121601153,408.72,385.48,671.28,411.79,21.1,28.45,-1.17,36.79,2017-1-29 03:00,5,1624.62,733.24,245.72,46.14
XH808A416121601153,410.28,382.59,677.34,410.72,22.97,29.24,-2,39.03,2017-1-29 04:00,5,1842.1,810.52,249.28,44.62
XH808A416121601153,401.4,400.2,681.07,426.27,18.33,22.77,-2.17,40.17,2017-1-29 05:00,5,1534.33,652.93,202.1,35.43
XH808A416121601153,390.17,393.21,680.31,421.76,17.38,21.48,-3,40.28,2017-1-29 06:00,5,1467.52,624.83,195.21,34.24
XH808A416121601153,394.2,375.2,667.1,402.77,17.33,21.23,-3.9,42.9,2017-1-29 07:00,5,1465.33,617.2,195.77,35.2
XH808A416121601153,397.76,386.45,641.17,414.17,16.69,21.14,-4.07,43.38,2017-1-29 08:00,5,1483.07,621.69,192.86,37
XH808A416121601153,403.97,391.07,635.41,425.24,21.38,24.59,-4.59,44.62,2017-1-29 09:00,5,1857.07,797.28,228.93,38
XH808A416121601153,410,436.66,645.31,470.55,18.9,21.62,-2.52,40.31,2017-1-29 10:00,5,1646.1,683.38,199.45,31.34
XH808A416121601153,403.83,559.9,604.34,637.31,16.55,20.31,-0.31,33.55,2017-1-29 11:00,5,1465.72,590.24,171.79,30.1
XH808A416121601153,421.4,643.33,555.07,756.1,18.3,21.93,1.4,29.27,2017-1-29 12:00,5,1613.67,650.13,181.07,28.07
XH808A416121601153,423.66,735.28,499.52,884.59,23.07,27.31,3.48,26.83,2017-1-29 13:00,5,2031.41,841.1,221.93,34.55
XH808A416121601153,415.43,717.23,515.97,855.43,23.4,27.4,5.4,24.3,2017-1-29 14:00,5,2001.93,829.9,215.3,30.67
XH808A416121601153,408.97,668.83,541.97,788.93,21.6,26.07,6,23.5,2017-1-29 15:00,5,1815.5,742.6,199.47,30.13
XH808A416121601153,414.53,608.3,542.27,715.9,21.6,26.53,6.37,22.93,2017-1-29 16:00,5,1832.03,754.33,202.97,30.67
XH808A416121601153,411.13,535.17,604.6,613.67,22.2,27.83,7.2,21.6,2017-1-29 17:00,5,1796.7,753.83,205.17,30.5
XH808A416121601153,410.48,507.03,608.93,576.97,23.14,28.62,6.03,24.38,2017-1-29 18:00,5,1919.14,808.69,214.66,32.24
XH808A416121601153,409.9,474.03,590.9,535.59,23.48,27.93,3.93,28.79,2017-1-29 19:00,5,2013.69,849.97,221.07,32.34
XH808A416121601153,420.48,470.93,576.97,530.72,25.93,29.76,1.52,31.72,2017-1-29 20:00,5,2217.48,948,245.28,34.03
XH808A416121601153,427.23,463.13,578.83,527.57,28.13,31.67,0.27,35.53,2017-1-29 21:00,5,2403.67,1032.7,266.67,36.37
XH808A416121601153,445.28,440.03,624.86,495.66,32.79,34.59,0,39.69,2017-1-29 22:00,5,2810.48,1230.17,301.14,36.45
XH808A416121601153,449.31,426.31,641.62,469,29.52,31.17,-0.72,43.66,2017-1-29 23:00,5,2570.93,1114.14,273.1,34.97
XH808A416121601153,432.83,414.87,656.13,455.03,24.57,26.23,-1.13,42.53,2017-1-30,5,2136.13,914.1,233.03,30.9
XH808A416121601153,416.69,383.83,648.45,409.34,24.28,25.34,-2.17,44.83,2017-1-30 01:00,5,2164.38,925.62,233.03,28.93
XH808A416121601153,408.52,380.48,663.1,407.34,20.1,21.62,-3,46.55,2017-1-30 02:00,5,1843.17,771.62,198.1,28.9
XH808A416121601153,399.62,382.52,702.79,399.21,15.9,17.76,-3,43.28,2017-1-30 03:00,5,1504.59,602.66,164.66,24.62
XH808A416121601153,400.93,375.24,680.93,393.41,17.07,18.38,-3.9,44.86,2017-1-30 04:00,5,1667.52,663.55,171.69,26
XH808A416121601153,403.24,346.48,678.76,358.59,18.55,19.79,-4.24,47.41,2017-1-30 05:00,5,1767.59,721.9,184.14,26.41
XH808A416121601153,401.52,338.03,692.38,341.31,16.86,17.86,-5,50.17,2017-1-30 06:00,5,1641,660.48,173,24.86
XH808A416121601153,400.59,346.03,674.72,354.72,17.93,19.07,-5,51.28,2017-1-30 07:00,5,1694.07,684.76,183.28,26.38
XH808A416121601153,407,343.03,654.4,347.73,20.47,21.5,-5.3,53.37,2017-1-30 08:00,5,1977.77,814.7,205.07,28.6
XH808A416121601153,406.1,361.28,640.38,373.28,21,22.52,-5.69,55.28,2017-1-30 09:00,5,2017.21,832.52,216.45,31.59
XH808A416121601153,419,417.59,644.9,449.93,26.93,28.38,-3.14,46.1,2017-1-30 10:00,5,2389.48,1018.17,257.14,34.03
XH808A416121601153,433.9,495.86,635.97,554.03,29.76,32.1,-0.28,35.69,2017-1-30 11:00,5,2591.72,1111.86,278.76,36.24
XH808A416121601153,430.97,510.33,666.13,574.17,28.77,31.37,1.9,28.97,2017-1-30 12:00,5,2461.9,1050.07,262.13,34.23
XH808A416121601153,425.3,615.23,656.53,713.93,30.53,33.2,3.63,25.57,2017-1-30 13:00,5,2634.4,1110.93,266.23,33.07
XH808A416121601153,422.03,591.1,664.27,687.73,29.13,33.17,5.6,22.5,2017-1-30 14:00,5,2517.13,1063.7,256.33,33.77
XH808A416121601153,417,584.86,647.93,678.07,27.93,32.55,6.55,21.55,2017-1-30 15:00,5,2396.38,1022.45,247.52,33.28
XH808A416121601153,422.27,601.37,604.07,699.3,28.77,33.83,7.53,21.47,2017-1-30 16:00,5,2415.07,1021.1,248.3,33.87
XH808A416121601153,419.03,586.48,598.9,682,25.93,31.28,7.83,20.69,2017-1-30 17:00,5,2182.69,920.07,227.41,31.79
XH808A416121601153,402.38,550.86,649.62,622.9,19.28,23.45,6.55,22.14,2017-1-30 18:00,5,1659.21,673.1,178.59,25.93
XH808A416121601153,400.03,535.07,689.59,584.48,20.07,23.03,3.86,25.34,2017-1-30 19:00,5,1779,724.72,187.66,25.72
XH808A416121601153,397.28,502.07,660.62,552.69,19.55,22.55,2.03,27.34,2017-1-30 20:00,5,1774.52,710.41,181.14,25.83
XH808A416121601153,394.38,476.76,673.38,528.1,17.86,20.34,0.48,26.28,2017-1-30 21:00,5,1651.93,657.52,170,26.28
XH808A416121601153,396.31,467.48,661.21,516.34,17.38,19.9,0,27.28,2017-1-30 22:00,5,1633.45,649.41,171.14,24.97
XH808A416121601153,409.07,427.46,625.93,470.04,23.25,24.86,-0.18,32.39,2017-1-30 23:00,5,2107.93,873.75,216.68,28.93
XH808A416121601153,412.03,409.87,640.57,448.2,20.6,22.33,-1,36.07,2017-1-31,5,1922.3,783.63,192.73,26.33
XH808A416121601153,404.56,394.93,679.11,404.89,19.15,20.41,-1.19,35.48,2017-1-31 01:00,5,1815.04,733.52,187,25.37
XH808A416121601153,392.23,415.77,688.87,448.4,16.67,18.63,-2,32.73,2017-1-31 02:00,5,1655,643.6,165.27,25.73
XH808A416121601153,396.03,387.17,705.17,406.24,18.97,20.34,-2,32.48,2017-1-31 03:00,5,1854.48,730.69,180.69,24.66
XH808A416121601153,394.38,375.1,699.45,393.69,19.17,20.28,-2.97,34.59,2017-1-31 04:00,5,1879.69,741.55,185.83,25.55
XH808A416121601153,400.38,365.97,705,383.34,20.14,20.76,-3,34.83,2017-1-31 05:00,5,1969,781.86,190,24.83
XH808A416121601153,398.18,358.96,693.14,371.25,20.04,21.11,-3,37.68,2017-1-31 06:00,5,1944.86,783.11,193.29,25.39
XH808A416121601153,399.5,346.6,698.23,355.73,22.1,22.87,-3.3,38.67,2017-1-31 07:00,5,2154.47,866.63,206.07,27
XH808A416121601153,403.59,354.69,679.24,363.41,23.72,24.48,-4,39.28,2017-1-31 08:00,5,2310.59,942.38,225.52,27.76
XH808A416121601153,405.41,361,667.83,375.83,23.86,24.55,-4,41.28,2017-1-31 09:00,5,2290.52,934.1,227.83,29.14
XH808A416121601153,410.62,383.52,687.76,404.83,25.45,26.28,-2.59,36.52,2017-1-31 10:00,5,2421.66,1002.48,241.55,31.79
XH808A416121601153,433.41,459.03,670.14,507.52,27.72,29.34,-0.52,31.79,2017-1-31 11:00,5,2554.93,1056.14,250.48,31.9
XH808A416121601153,445.55,575.55,633.52,663.66,32.93,34.52,2.72,24.69,2017-1-31 12:00,5,2956.69,1233.21,282.72,32.21
XH808A416121601153,439.69,651.38,582.86,767.62,33.28,35.41,4.69,21.59,2017-1-31 13:00,5,3005.21,1245.28,276.86,32.07
XH808A416121601153,444.63,730.57,516.17,875.7,34,36.53,6.7,20.9,2017-1-31 14:00,5,3072.57,1265.5,282.1,31.93
XH808A416121601153,442.38,622.76,560.07,730.66,33.21,36.38,7.9,19.07,2017-1-31 15:00,5,2911.59,1208.21,267.24,29.66
XH808A416121601153,426,584.28,608.38,672.21,24.07,27.17,8.79,18.79,2017-1-31 16:00,5,2144.86,864.31,198.28,23.52
XH808A416121601153,417.87,584.77,578.77,677.87,22.4,25.37,8.93,18.83,2017-1-31 17:00,5,1996.6,795.67,182.5,21.83
XH808A416121601153,409.3,575.6,585.37,656.6,16.83,18.97,8.7,20.13,2017-1-31 18:00,5,1529.8,592.4,142.17,17.6
XH808A416121601153,409.24,533.21,545.66,612.14,19.1,21.66,6.52,23.21,2017-1-31 19:00,5,1753.86,698.83,166.34,20.86
XH808A416121601153,433.69,490.93,593.9,558.34,27.66,30.28,3.69,28.17,2017-1-31 20:00,5,2447.93,1027.17,238.14,29.83
XH808A416121601153,433.66,473.93,596.62,537.24,30.93,32.34,1.93,31.48,2017-1-31 21:00,5,2810.38,1174.38,267.31,29.31
XH808A416121601153,466.1,473.52,597.45,540.45,38.48,39.66,0.83,35.93,2017-1-31 22:00,5,3457.07,1472.66,319.07,33.76
XH808A416121601153,444.41,453.14,608.03,511.86,29.21,30.14,0,37.38,2017-1-31 23:00,5,2636.62,1115.45,252.41,27.59
XH808A416121601153,455.23,431.77,637.27,477.67,31.63,32.2,0,39.23,2017-2-1,5,2808,1221.33,276.07,29.03
XH808A416121601153,440.59,402.52,661.52,435.04,28.15,28.78,-0.85,41.07,2017-2-1 01:00,5,2546.89,1090.78,250.81,28.07
XH808A416121601153,414.25,394.75,645.54,423.29,24.25,24.58,-1.83,45.25,2017-2-1 02:00,5,2316.54,963.96,217.54,24.08
XH808A416121601153,431.14,394.07,676.45,428.86,23.86,24.17,-2,45.41,2017-2-1 03:00,5,2287.28,936.72,215,24.14
XH808A416121601153,411.41,404.72,726.69,431.21,18.45,18.93,-2.03,42.52,2017-2-1 04:00,5,1847,725.86,169.21,21.07
XH808A416121601153,403.52,373.79,701.45,399.97,18.86,19.34,-3,42.86,2017-2-1 05:00,5,1941.34,758.66,173.97,21.52
XH808A416121601153,410.28,355.59,700.24,374.45,20.83,21.69,-3.45,45.9,2017-2-1 06:00,5,2033.34,820.31,196.41,23.59
XH808A416121601153,405.32,363.77,695.32,380.45,19.42,19.55,-4,47.9,2017-2-1 07:00,5,1955.65,771.32,178.87,20.29
XH808A416121601153,403.14,363.62,664.41,378.76,20.31,20.62,-4,46.55,2017-2-1 08:00,5,2057.55,819.17,187.21,21.79
XH808A416121601153,408.72,381.52,649.41,405.97,22.28,22.66,-4,48.28,2017-2-1 09:00,1,2215.31,892.72,205.34,24.9
XH808A416121601153,413.14,396.24,667.83,423.24,25.1,25.48,-3.14,45.69,2017-2-1 10:00,1,2447.93,1009.28,232.66,26.66
XH808A416121601153,423.8,509.43,668.37,562.3,31.17,31.67,-0.77,37.83,2017-2-1 11:00,1,2924.7,1214.3,273.13,29.7
XH808A416121601153,440.76,631.79,609.34,730.07,37.07,37.34,0.93,32.79,2017-2-1 12:00,1,3408,1427.72,308.38,30.14
XH808A416121601153,461.34,735.66,526.86,881.9,44.45,45.1,3.48,27.9,2017-2-1 13:00,1,4020.59,1691.21,354.52,34.28
XH808A416121601153,468.72,824,480.66,990.52,48.97,49.83,5.76,26.41,2017-2-1 14:00,1,4401.62,1852.62,381.93,37.24
XH808A416121601153,455.97,727.41,508,872.03,40.66,42.72,7.86,21.86,2017-2-1 15:00,1,3606.41,1509.62,319.34,32.21
XH808A416121601153,435.93,605.86,538.97,702.66,35.38,37.76,8.86,26.21,2017-2-1 16:00,1,3072.28,1279.41,275,27.41
XH808A416121601153,420.93,581.66,588.76,653.1,30.83,33.38,8.79,28.52,2017-2-1 17:00,1,2672.72,1119.86,241.52,24.52
XH808A416121601153,410.28,570.59,567.14,639.28,30.55,32.59,7.9,31.03,2017-2-1 18:00,1,2724.86,1144.59,242.07,23.21
XH808A416121601153,421.17,519.62,537.86,589.45,37.17,39.14,6.03,36.45,2017-2-1 19:00,1,3235.83,1406.9,298.83,28.93
XH808A416121601153,428.1,483.47,723.8,541.97,62.13,66.17,3.63,40.7,2017-2-1 20:00,1,5210.8,2430.1,519,54.57
XH808A416121601153,481.28,497.24,588.45,559.72,51.86,52.93,2.62,44.69,2017-2-1 21:00,1,4410.66,1965.79,423.48,39.21
XH808A416121601153,461.93,456,602.69,507.24,56.97,57.41,2,51.66,2017-2-1 22:00,1,4904.48,2171.1,457.31,40.07
XH808A416121601153,444.83,439.38,613.34,472.66,51.28,51.72,1.9,51.79,2017-2-1 23:00,1,4324.48,1930.21,425.28,40.48
XH808A416121601153,413.03,414.9,671.72,429.1,43.31,44.34,2,52.28,2017-2-2,1,3733.79,1647.48,362.66,36.86
XH808A416121601153,450.9,386.28,673.38,403.1,51.34,51.72,1.03,53.86,2017-2-2 01:00,1,4382.79,1969.97,423.97,38.48
XH808A416121601153,444.93,385.59,667.31,397,54.17,54.41,0.14,55.38,2017-2-2 02:00,1,4682.14,2110.28,443.66,39.86
XH808A416121601153,435.34,356.1,696.79,363.14,51.45,51.48,0,58.14,2017-2-2 03:00,1,4378.24,1973.93,427.66,37.14
