"STATIONCODE","CO","NO2","SO2","O3","PM25","PM10","TEMPERATURE","HUMIDITY","RECEIVETIME"
"XHPROPM25IN1475A","2.5","77","27","15","83","161","","","2017/2/3 10:00:00"
"XHPROPM25IN1475A","2.7","94","29","21","105","149","","","2017/2/3 11:00:00"
"XHPROPM25IN1475A","2.7","94","29","21","105","149","","","2017/2/3 11:00:00"
"XHPROPM25IN1475A","2.5","90","28","25","106","151","","","2017/2/3 12:00:00"
"XHPROPM25IN1475A","2.5","90","28","25","106","151","","","2017/2/3 12:00:00"
"XHPROPM25IN1475A","2.4","86","28","35","86","171","","","2017/2/3 13:00:00"
"XHPROPM25IN1475A","2.4","86","28","35","86","171","","","2017/2/3 13:00:00"
"XHPROPM25IN1475A","1.9","61","28","50","68","137","","","2017/2/3 14:00:00"
"XHPROPM25IN1475A","1.9","61","28","50","68","137","","","2017/2/3 14:00:00"
"XHPROPM25IN1475A","1.4","40","24","81","80","116","","","2017/2/3 15:00:00"
"XHPROPM25IN1475A","1.4","40","24","81","80","116","","","2017/2/3 15:00:00"
"XHPROPM25IN1475A","1.3","38","26","91","72","119","","","2017/2/3 16:00:00"
"XHPROPM25IN1475A","1.3","38","26","91","72","119","","","2017/2/3 16:00:00"
"XHPROPM25IN1475A","1.3","38","37","100","86","107","","","2017/2/3 17:00:00"
"XHPROPM25IN1475A","1.3","38","37","100","86","107","","","2017/2/3 17:00:00"
"XHPROPM25IN1475A","1.2","46","37","87","76","121","","","2017/2/3 18:00:00"
"XHPROPM25IN1475A","1.2","46","37","87","76","121","","","2017/2/3 18:00:00"
"XHPROPM25IN1475A","1.3","75","30","47","72","127","","","2017/2/3 19:00:00"
"XHPROPM25IN1475A","1.3","75","30","47","72","127","","","2017/2/3 19:00:00"
"XHPROPM25IN1475A","1.3","73","23","40","53","83","","","2017/2/3 20:00:00"
"XHPROPM25IN1475A","1.3","73","23","40","53","83","","","2017/2/3 20:00:00"
"XHPROPM25IN1475A","1.4","73","24","34","49","99","","","2017/2/3 21:00:00"
"XHPROPM25IN1475A","1.4","73","24","34","49","99","","","2017/2/3 21:00:00"
"XHPROPM25IN1475A","1.7","93","25","16","43","99","","","2017/2/3 22:00:00"
"XHPROPM25IN1475A","1.7","93","25","16","43","99","","","2017/2/3 22:00:00"
"XHPROPM25IN1475A","1.9","80","25","14","41","65","","","2017/2/3 23:00:00"
"XHPROPM25IN1475A","1.9","80","25","14","41","65","","","2017/2/3 23:00:00"
"XHPROPM25IN1475A","2.8","71","27","16","28","77","","","2017/2/4"
"XHPROPM25IN1475A","2.8","71","27","16","28","77","","","2017/2/4"
"XHPROPM25IN1475A","1.9","57","23","23","37","93","","","2017/2/4 1:00:00"
"XHPROPM25IN1475A","1.9","57","23","23","37","93","","","2017/2/4 1:00:00"
"XHPROPM25IN1475A","2.2","55","21","20","39","85","","","2017/2/4 2:00:00"
"XHPROPM25IN1475A","2.2","55","21","20","39","85","","","2017/2/4 2:00:00"
"XHPROPM25IN1475A","1.6","48","19","27","34","82","","","2017/2/4 3:00:00"
"XHPROPM25IN1475A","1.6","48","19","27","34","82","","","2017/2/4 3:00:00"
"XHPROPM25IN1475A","1.6","53","18","20","40","83","","","2017/2/4 4:00:00"
"XHPROPM25IN1475A","1.6","53","18","20","40","83","","","2017/2/4 4:00:00"
"XHPROPM25IN1475A","2","60","19","14","44","81","","","2017/2/4 5:00:00"
"XHPROPM25IN1475A","2","60","19","14","44","81","","","2017/2/4 5:00:00"
"XHPROPM25IN1475A","1.9","59","18","15","48","86","","","2017/2/4 6:00:00"
"XHPROPM25IN1475A","1.9","59","18","15","48","86","","","2017/2/4 6:00:00"
"XHPROPM25IN1475A","1.7","54","19","16","51","93","","","2017/2/4 7:00:00"
"XHPROPM25IN1475A","1.7","54","19","16","51","93","","","2017/2/4 7:00:00"
"XHPROPM25IN1475A","2.3","66","22","11","50","116","","","2017/2/4 8:00:00"
"XHPROPM25IN1475A","2.3","66","22","11","50","116","","","2017/2/4 8:00:00"
"XHPROPM25IN1475A","3.1","75","31","10","62","170","","","2017/2/4 9:00:00"
"XHPROPM25IN1475A","3.1","75","31","10","62","170","","","2017/2/4 9:00:00"
"XHPROPM25IN1475A","2.1","80","35","17","64","161","","","2017/2/4 10:00:00"
"XHPROPM25IN1475A","2.1","80","35","17","64","161","","","2017/2/4 10:00:00"
"XHPROPM25IN1475A","2.2","95","35","52","68","142","","","2017/2/4 11:00:00"
"XHPROPM25IN1475A","2.2","95","35","52","68","142","","","2017/2/4 11:00:00"
"XHPROPM25IN1475A","1.9","83","37","76","78","120","","","2017/2/4 12:00:00"
"XHPROPM25IN1475A","1.9","83","37","76","78","120","","","2017/2/4 12:00:00"
"XHPROPM25IN1475A","2.1","98","33","58","62","108","","","2017/2/4 13:00:00"
"XHPROPM25IN1475A","2.1","98","33","58","62","108","","","2017/2/4 13:00:00"
"XHPROPM25IN1475A","1.7","81","27","64","65","115","","","2017/2/4 14:00:00"
"XHPROPM25IN1475A","1.7","81","27","64","65","115","","","2017/2/4 14:00:00"
"XHPROPM25IN1475A","1.5","71","24","80","62","105","","","2017/2/4 15:00:00"
"XHPROPM25IN1475A","1.5","71","24","80","62","105","","","2017/2/4 15:00:00"
"XHPROPM25IN1475A","1.6","73","24","85","67","114","","","2017/2/4 16:00:00"
"XHPROPM25IN1475A","1.6","73","24","85","67","114","","","2017/2/4 16:00:00"
"XHPROPM25IN1475A","1.6","79","24","82","77","117","","","2017/2/4 17:00:00"
"XHPROPM25IN1475A","1.6","79","24","82","77","117","","","2017/2/4 17:00:00"
"XHPROPM25IN1475A","2.1","110","31","54","115","179","","","2017/2/4 18:00:00"
"XHPROPM25IN1475A","2.1","110","31","54","115","179","","","2017/2/4 18:00:00"
"XHPROPM25IN1475A","2.9","127","36","19","109","204","","","2017/2/4 19:00:00"
"XHPROPM25IN1475A","2.9","127","36","19","109","204","","","2017/2/4 19:00:00"
"XHPROPM25IN1475A","2.7","116","33","17","67","141","","","2017/2/4 20:00:00"
"XHPROPM25IN1475A","2.7","116","33","17","67","141","","","2017/2/4 20:00:00"
"XHPROPM25IN1475A","3.1","124","40","10","59","93","","","2017/2/4 21:00:00"
"XHPROPM25IN1475A","3.1","124","40","10","59","93","","","2017/2/4 21:00:00"
"XHPROPM25IN1475A","3.3","123","40","8","57","114","","","2017/2/4 22:00:00"
"XHPROPM25IN1475A","3.3","123","40","8","57","114","","","2017/2/4 22:00:00"
"XHPROPM25IN1475A","3.2","108","41","10","57","83","","","2017/2/4 23:00:00"
"XHPROPM25IN1475A","3.2","108","41","10","57","83","","","2017/2/4 23:00:00"
"XHPROPM25IN1475A","4.6","98","41","12","82","138","","","2017/2/5"
"XHPROPM25IN1475A","4.6","98","41","12","82","138","","","2017/2/5"
"XHPROPM25IN1475A","3.9","90","34","12","83","140","","","2017/2/5 1:00:00"
"XHPROPM25IN1475A","3.9","90","34","12","83","140","","","2017/2/5 1:00:00"
"XHPROPM25IN1475A","3.4","84","33","10","80","135","","","2017/2/5 2:00:00"
"XHPROPM25IN1475A","3.4","84","33","10","80","135","","","2017/2/5 2:00:00"
"XHPROPM25IN1475A","2.5","65","32","23","72","129","","","2017/2/5 3:00:00"
"XHPROPM25IN1475A","2.5","65","32","23","72","129","","","2017/2/5 3:00:00"
"XHPROPM25IN1475A","2.3","60","27","25","63","118","","","2017/2/5 4:00:00"
"XHPROPM25IN1475A","2.3","60","27","25","63","118","","","2017/2/5 4:00:00"
"XHPROPM25IN1475A","2.7","72","27","15","77","114","","","2017/2/5 5:00:00"
"XHPROPM25IN1475A","2.7","72","27","15","77","114","","","2017/2/5 5:00:00"
"XHPROPM25IN1475A","3.1","74","27","13","70","132","","","2017/2/5 6:00:00"
"XHPROPM25IN1475A","3.1","74","27","13","70","132","","","2017/2/5 6:00:00"
"XHPROPM25IN1475A","2.5","72","25","12","83","124","","","2017/2/5 7:00:00"
"XHPROPM25IN1475A","2.5","72","25","12","83","124","","","2017/2/5 7:00:00"
"XHPROPM25IN1475A","2.6","85","25","8","83","142","","","2017/2/5 8:00:00"
"XHPROPM25IN1475A","2.6","85","25","8","83","142","","","2017/2/5 8:00:00"
"XHPROPM25IN1475A","3.2","92","33","9","91","162","","","2017/2/5 9:00:00"
"XHPROPM25IN1475A","3.2","92","33","9","91","162","","","2017/2/5 9:00:00"
"XHPROPM25IN1475A","2.4","96","36","13","103","145","","","2017/2/5 10:00:00"
"XHPROPM25IN1475A","2.4","96","36","13","103","145","","","2017/2/5 10:00:00"
"XHPROPM25IN1475A","2.7","103","36","14","96","178","","","2017/2/5 11:00:00"
"XHPROPM25IN1475A","2.7","103","36","14","96","178","","","2017/2/5 11:00:00"
"XHPROPM25IN1475A","2.7","129","36","29","98","158","","","2017/2/5 12:00:00"
"XHPROPM25IN1475A","2.7","129","36","29","98","158","","","2017/2/5 12:00:00"
"XHPROPM25IN1475A","2.7","140","41","115","119","198","","","2017/2/5 13:00:00"
"XHPROPM25IN1475A","2.7","140","41","115","119","198","","","2017/2/5 13:00:00"
"XHPROPM25IN1475A","2.5","132","44","187","164","208","","","2017/2/5 14:00:00"
"XHPROPM25IN1475A","2.5","132","44","187","164","208","","","2017/2/5 14:00:00"
"XHPROPM25IN1475A","2.3","97","37","199","120","173","","","2017/2/5 15:00:00"
"XHPROPM25IN1475A","2.3","97","37","199","120","173","","","2017/2/5 15:00:00"
"XHPROPM25IN1475A","1.8","87","38","170","98","161","","","2017/2/5 16:00:00"
"XHPROPM25IN1475A","1.8","87","38","170","98","161","","","2017/2/5 16:00:00"
"XHPROPM25IN1475A","2","90","37","142","115","133","","","2017/2/5 17:00:00"
"XHPROPM25IN1475A","2","90","37","142","115","133","","","2017/2/5 17:00:00"
"XHPROPM25IN1475A","2","122","32","93","110","169","","","2017/2/5 18:00:00"
"XHPROPM25IN1475A","2","122","32","93","110","169","","","2017/2/5 18:00:00"
"XHPROPM25IN1475A","3.6","158","49","41","136","213","","","2017/2/5 19:00:00"
"XHPROPM25IN1475A","3.6","158","49","41","136","213","","","2017/2/5 19:00:00"
"XHPROPM25IN1475A","2.8","132","43","46","137","241","","","2017/2/5 20:00:00"
"XHPROPM25IN1475A","2.8","132","43","46","137","241","","","2017/2/5 20:00:00"
"XHPROPM25IN1475A","3.1","139","38","34","160","234","","","2017/2/5 21:00:00"
"XHPROPM25IN1475A","3.1","139","38","34","160","234","","","2017/2/5 21:00:00"
"XHPROPM25IN1475A","3.8","140","44","12","141","219","","","2017/2/5 22:00:00"
"XHPROPM25IN1475A","3.8","140","44","12","141","219","","","2017/2/5 22:00:00"
"XHPROPM25IN1475A","3","114","38","9","125","179","","","2017/2/5 23:00:00"
"XHPROPM25IN1475A","3","114","38","9","125","179","","","2017/2/5 23:00:00"
"XHPROPM25IN1475A","3.8","97","31","10","89","196","","","2017/2/6"
"XHPROPM25IN1475A","3.8","97","31","10","89","196","","","2017/2/6"
"XHPROPM25IN1475A","4.9","73","21","15","49","110","","","2017/2/6 1:00:00"
"XHPROPM25IN1475A","4.9","73","21","15","49","110","","","2017/2/6 1:00:00"
"XHPROPM25IN1475A","5.3","65","21","12","45","96","","","2017/2/6 2:00:00"
"XHPROPM25IN1475A","5.3","65","21","12","45","96","","","2017/2/6 2:00:00"
"XHPROPM25IN1475A","4.2","75","25","7","47","90","","","2017/2/6 3:00:00"
"XHPROPM25IN1475A","4.2","75","25","7","47","90","","","2017/2/6 3:00:00"
"XHPROPM25IN1475A","3.3","85","29","6","48","102","","","2017/2/6 4:00:00"
"XHPROPM25IN1475A","3.3","85","29","6","48","102","","","2017/2/6 4:00:00"
"XHPROPM25IN1475A","2.7","82","28","7","93","169","","","2017/2/6 5:00:00"
"XHPROPM25IN1475A","2.7","82","28","7","93","169","","","2017/2/6 5:00:00"
"XHPROPM25IN1475A","3.1","80","29","7","95","166","","","2017/2/6 6:00:00"
"XHPROPM25IN1475A","3.1","80","29","7","95","166","","","2017/2/6 6:00:00"
"XHPROPM25IN1475A","2.9","72","30","7","95","147","","","2017/2/6 7:00:00"
"XHPROPM25IN1475A","2.9","72","30","7","95","147","","","2017/2/6 7:00:00"
"XHPROPM25IN1475A","3.3","73","31","8","94","145","","","2017/2/6 8:00:00"
"XHPROPM25IN1475A","3.3","73","31","8","94","145","","","2017/2/6 8:00:00"
"XHPROPM25IN1475A","2.3","67","27","8","79","147","","","2017/2/6 9:00:00"
"XHPROPM25IN1475A","2.3","67","27","8","79","147","","","2017/2/6 9:00:00"
"XHPROPM25IN1475A","2.3","61","30","9","77","161","","","2017/2/6 10:00:00"
"XHPROPM25IN1475A","2.3","61","30","9","77","161","","","2017/2/6 10:00:00"
"XHPROPM25IN1475A","1.6","50","31","20","94","125","","","2017/2/6 11:00:00"
"XHPROPM25IN1475A","1.6","50","31","20","94","125","","","2017/2/6 11:00:00"
"XHPROPM25IN1475A","0.8","15","25","59","94","125","","","2017/2/6 12:00:00"
"XHPROPM25IN1475A","0.8","15","25","59","94","125","","","2017/2/6 12:00:00"
"XHPROPM25IN1475A","0.9","13","21","66","107","191","","","2017/2/6 13:00:00"
"XHPROPM25IN1475A","0.9","13","21","66","107","191","","","2017/2/6 13:00:00"
"XHPROPM25IN1475A","1","22","21","60","69","168","","","2017/2/6 14:00:00"
"XHPROPM25IN1475A","1","22","21","60","69","168","","","2017/2/6 14:00:00"
"XHPROPM25IN1475A","1","24","31","62","0","0","","","2017/2/6 15:00:00"
"XHPROPM25IN1475A","1","24","31","62","0","0","","","2017/2/6 15:00:00"
"XHPROPM25IN1475A","0.7","19","31","65","0","0","","","2017/2/6 16:00:00"
"XHPROPM25IN1475A","0.7","19","31","65","0","0","","","2017/2/6 16:00:00"
"XHPROPM25IN1475A","0.7","12","27","73","78","242","","","2017/2/6 17:00:00"
"XHPROPM25IN1475A","0.7","12","27","73","78","242","","","2017/2/6 17:00:00"
"XHPROPM25IN1475A","0.8","11","21","75","49","236","","","2017/2/6 18:00:00"
"XHPROPM25IN1475A","0.8","11","21","75","49","236","","","2017/2/6 18:00:00"
"XHPROPM25IN1475A","0.8","22","35","66","52","209","","","2017/2/6 19:00:00"
"XHPROPM25IN1475A","0.8","22","35","66","52","209","","","2017/2/6 19:00:00"
"XHPROPM25IN1475A","1","37","39","53","56","210","","","2017/2/6 20:00:00"
"XHPROPM25IN1475A","1","37","39","53","56","210","","","2017/2/6 20:00:00"
"XHPROPM25IN1475A","0.9","32","25","60","53","160","","","2017/2/6 21:00:00"
"XHPROPM25IN1475A","0.9","32","25","60","53","160","","","2017/2/6 21:00:00"
"XHPROPM25IN1475A","0.9","32","19","60","44","161","","","2017/2/6 22:00:00"
"XHPROPM25IN1475A","0.9","32","19","60","44","161","","","2017/2/6 22:00:00"
"XHPROPM25IN1475A","0.9","25","16","67","37","152","","","2017/2/6 23:00:00"
"XHPROPM25IN1475A","0.9","25","16","67","37","152","","","2017/2/6 23:00:00"
"XHPROPM25IN1475A","0.8","18","13","72","36","134","","","2017/2/7"
"XHPROPM25IN1475A","0.8","18","13","72","36","134","","","2017/2/7"
"XHPROPM25IN1475A","0.6","17","12","74","34","129","","","2017/2/7 1:00:00"
"XHPROPM25IN1475A","0.6","17","12","74","34","129","","","2017/2/7 1:00:00"
"XHPROPM25IN1475A","0.5","14","11","79","30","138","","","2017/2/7 2:00:00"
"XHPROPM25IN1475A","0.5","14","11","79","30","138","","","2017/2/7 2:00:00"
"XHPROPM25IN1475A","0.6","18","10","75","31","126","","","2017/2/7 3:00:00"
"XHPROPM25IN1475A","0.6","18","10","75","31","126","","","2017/2/7 3:00:00"
"XHPROPM25IN1475A","0.6","17","11","74","32","136","","","2017/2/7 4:00:00"
"XHPROPM25IN1475A","0.6","17","11","74","32","136","","","2017/2/7 4:00:00"
"XHPROPM25IN1475A","0.6","16","11","75","35","157","","","2017/2/7 5:00:00"
"XHPROPM25IN1475A","0.6","16","11","75","35","157","","","2017/2/7 5:00:00"
"XHPROPM25IN1475A","0.5","18","13","74","32","157","","","2017/2/7 6:00:00"
"XHPROPM25IN1475A","0.5","18","13","74","32","157","","","2017/2/7 6:00:00"
"XHPROPM25IN1475A","0.5","18","17","76","31","158","","","2017/2/7 7:00:00"
"XHPROPM25IN1475A","0.5","18","17","76","31","158","","","2017/2/7 7:00:00"
"XHPROPM25IN1475A","0.5","26","19","69","34","236","","","2017/2/7 8:00:00"
"XHPROPM25IN1475A","0.5","26","19","69","34","236","","","2017/2/7 8:00:00"
"XHPROPM25IN1475A","0.5","14","15","80","37","162","","","2017/2/7 9:00:00"
"XHPROPM25IN1475A","0.5","14","15","80","37","162","","","2017/2/7 9:00:00"
"XHPROPM25IN1475A","0.5","25","22","53","44","150","","","2017/2/7 10:00:00"
"XHPROPM25IN1475A","0.5","25","22","53","44","150","","","2017/2/7 10:00:00"
"XHPROPM25IN1475A","0.4","26","17","53","50","152","","","2017/2/7 11:00:00"
"XHPROPM25IN1475A","0.4","26","17","53","50","152","","","2017/2/7 11:00:00"
"XHPROPM25IN1475A","0.5","20","12","66","44","111","","","2017/2/7 12:00:00"
"XHPROPM25IN1475A","0.5","20","12","66","44","111","","","2017/2/7 12:00:00"
"XHPROPM25IN1475A","0.5","15","10","76","24","65","","","2017/2/7 13:00:00"
"XHPROPM25IN1475A","0.5","15","10","76","24","65","","","2017/2/7 13:00:00"
"XHPROPM25IN1475A","0.5","12","10","85","18","125","","","2017/2/7 14:00:00"
"XHPROPM25IN1475A","0.5","12","10","85","18","125","","","2017/2/7 14:00:00"
"XHPROPM25IN1475A","0.5","12","9","89","19","112","","","2017/2/7 15:00:00"
"XHPROPM25IN1475A","0.5","12","9","89","19","112","","","2017/2/7 15:00:00"
"XHPROPM25IN1475A","0.6","13","8","90","23","124","","","2017/2/7 16:00:00"
"XHPROPM25IN1475A","0.6","13","8","90","23","124","","","2017/2/7 16:00:00"
"XHPROPM25IN1475A","0.6","14","8","88","26","147","","","2017/2/7 17:00:00"
"XHPROPM25IN1475A","0.6","14","8","88","26","147","","","2017/2/7 17:00:00"
"XHPROPM25IN1475A","0.5","14","7","88","29","165","","","2017/2/7 18:00:00"
"XHPROPM25IN1475A","0.5","14","7","88","29","165","","","2017/2/7 18:00:00"
"XHPROPM25IN1475A","0.6","26","8","77","24","122","","","2017/2/7 19:00:00"
"XHPROPM25IN1475A","0.6","26","8","77","24","122","","","2017/2/7 19:00:00"
"XHPROPM25IN1475A","0.6","33","8","70","22","71","","","2017/2/7 20:00:00"
"XHPROPM25IN1475A","0.6","33","8","70","22","71","","","2017/2/7 20:00:00"
"XHPROPM25IN1475A","0.7","36","9","65","25","86","","","2017/2/7 21:00:00"
"XHPROPM25IN1475A","0.7","36","9","65","25","86","","","2017/2/7 21:00:00"
"XHPROPM25IN1475A","0.8","45","12","54","26","76","","","2017/2/7 22:00:00"
"XHPROPM25IN1475A","0.8","45","12","54","26","76","","","2017/2/7 22:00:00"
"XHPROPM25IN1475A","0.7","32","12","66","33","76","","","2017/2/7 23:00:00"
"XHPROPM25IN1475A","0.7","32","12","66","33","76","","","2017/2/7 23:00:00"
"XHPROPM25IN1475A","0.7","20","12","77","29","108","","","2017/2/8"
"XHPROPM25IN1475A","0.7","20","12","77","29","108","","","2017/2/8"
"XHPROPM25IN1475A","0.5","22","13","74","27","75","","","2017/2/8 1:00:00"
"XHPROPM25IN1475A","0.5","22","13","74","27","75","","","2017/2/8 1:00:00"
"XHPROPM25IN1475A","0.5","28","14","67","27","178","","","2017/2/8 2:00:00"
"XHPROPM25IN1475A","0.5","28","14","67","27","178","","","2017/2/8 2:00:00"
"XHPROPM25IN1475A","0.5","21","14","72","25","76","","","2017/2/8 3:00:00"
"XHPROPM25IN1475A","0.5","21","14","72","25","76","","","2017/2/8 3:00:00"
"XHPROPM25IN1475A","0.5","20","13","70","22","85","","","2017/2/8 4:00:00"
"XHPROPM25IN1475A","0.5","20","13","70","22","85","","","2017/2/8 4:00:00"
"XHPROPM25IN1475A","0.4","16","12","74","21","54","","","2017/2/8 5:00:00"
"XHPROPM25IN1475A","0.4","16","12","74","21","54","","","2017/2/8 5:00:00"
"XHPROPM25IN1475A","0.4","15","11","75","26","63","","","2017/2/8 6:00:00"
"XHPROPM25IN1475A","0.4","15","11","75","26","63","","","2017/2/8 6:00:00"
"XHPROPM25IN1475A","0.4","13","10","78","24","52","","","2017/2/8 7:00:00"
"XHPROPM25IN1475A","0.4","13","10","78","24","52","","","2017/2/8 7:00:00"
"XHPROPM25IN1475A","0.5","25","10","67","20","55","","","2017/2/8 8:00:00"
"XHPROPM25IN1475A","0.5","25","10","67","20","55","","","2017/2/8 8:00:00"
"XHPROPM25IN1475A","0.7","52","10","38","21","59","","","2017/2/8 9:00:00"
"XHPROPM25IN1475A","0.7","52","10","38","21","59","","","2017/2/8 9:00:00"
"XHPROPM25IN1475A","0.8","54","12","37","26","55","","","2017/2/8 10:00:00"
"XHPROPM25IN1475A","0.8","54","12","37","26","55","","","2017/2/8 10:00:00"
"XHPROPM25IN1475A","0.8","47","15","44","34","64","","","2017/2/8 11:00:00"
"XHPROPM25IN1475A","0.8","47","15","44","34","64","","","2017/2/8 11:00:00"
"XHPROPM25IN1475A","0.8","40","17","53","32","85","","","2017/2/8 12:00:00"
"XHPROPM25IN1475A","0.8","40","17","53","32","85","","","2017/2/8 12:00:00"
"XHPROPM25IN1475A","0.7","37","15","62","32","69","","","2017/2/8 13:00:00"
"XHPROPM25IN1475A","0.7","37","15","62","32","69","","","2017/2/8 13:00:00"
"XHPROPM25IN1475A","0.7","35","14","66","33","68","","","2017/2/8 14:00:00"
"XHPROPM25IN1475A","0.7","35","14","66","33","68","","","2017/2/8 14:00:00"
"XHPROPM25IN1475A","0.8","37","13","69","35","69","","","2017/2/8 15:00:00"
"XHPROPM25IN1475A","0.8","37","13","69","35","69","","","2017/2/8 15:00:00"
"XHPROPM25IN1475A","0.8","35","11","74","31","67","","","2017/2/8 16:00:00"
"XHPROPM25IN1475A","0.8","35","11","74","31","67","","","2017/2/8 16:00:00"
"XHPROPM25IN1475A","0.8","35","11","77","47","68","","","2017/2/8 17:00:00"
"XHPROPM25IN1475A","0.8","35","11","77","47","68","","","2017/2/8 17:00:00"
"XHPROPM25IN1475A","0.9","49","10","78","78","95","","","2017/2/8 18:00:00"
"XHPROPM25IN1475A","0.9","49","10","78","78","95","","","2017/2/8 18:00:00"
"XHPROPM25IN1475A","1.3","79","11","80","116","141","","","2017/2/8 19:00:00"
"XHPROPM25IN1475A","1.3","79","11","80","116","141","","","2017/2/8 19:00:00"
"XHPROPM25IN1475A","1.4","83","13","48","96","136","","","2017/2/8 20:00:00"
"XHPROPM25IN1475A","1.4","83","13","48","96","136","","","2017/2/8 20:00:00"
"XHPROPM25IN1475A","1.4","79","15","33","83","130","","","2017/2/8 21:00:00"
"XHPROPM25IN1475A","1.4","79","15","33","83","130","","","2017/2/8 21:00:00"
"XHPROPM25IN1475A","1.2","62","14","39","78","112","","","2017/2/8 22:00:00"
"XHPROPM25IN1475A","1.2","62","14","39","78","112","","","2017/2/8 22:00:00"
"XHPROPM25IN1475A","1.4","70","16","27","81","115","","","2017/2/8 23:00:00"
"XHPROPM25IN1475A","1.4","70","16","27","81","115","","","2017/2/8 23:00:00"
"XHPROPM25IN1475A","1.4","52","16","36","88","114","","","2017/2/9"
"XHPROPM25IN1475A","1.4","52","16","36","88","114","","","2017/2/9"
"XHPROPM25IN1475A","1.7","59","17","24","83","107","","","2017/2/9 1:00:00"
"XHPROPM25IN1475A","1.7","59","17","24","83","107","","","2017/2/9 1:00:00"
"XHPROPM25IN1475A","1.8","65","15","13","70","103","","","2017/2/9 2:00:00"
"XHPROPM25IN1475A","1.8","65","15","13","70","103","","","2017/2/9 2:00:00"
"XHPROPM25IN1475A","1.4","60","12","17","70","102","","","2017/2/9 3:00:00"
"XHPROPM25IN1475A","1.4","60","12","17","70","102","","","2017/2/9 3:00:00"
"XHPROPM25IN1475A","1.5","46","12","30","68","96","","","2017/2/9 4:00:00"
"XHPROPM25IN1475A","1.5","46","12","30","68","96","","","2017/2/9 4:00:00"
"XHPROPM25IN1475A","1.4","60","11","12","82","100","","","2017/2/9 5:00:00"
"XHPROPM25IN1475A","1.4","60","11","12","82","100","","","2017/2/9 5:00:00"
"XHPROPM25IN1475A","1.5","56","12","14","82","103","","","2017/2/9 6:00:00"
"XHPROPM25IN1475A","1.5","56","12","14","82","103","","","2017/2/9 6:00:00"
"XHPROPM25IN1475A","1.7","61","12","11","83","116","","","2017/2/9 7:00:00"
"XHPROPM25IN1475A","1.7","61","12","11","83","116","","","2017/2/9 7:00:00"
"XHPROPM25IN1475A","1.9","65","12","8","76","138","","","2017/2/9 8:00:00"
"XHPROPM25IN1475A","1.9","65","12","8","76","138","","","2017/2/9 8:00:00"
"XHPROPM25IN1475A","2.1","66","14","10","82","141","","","2017/2/9 9:00:00"
"XHPROPM25IN1475A","2.1","66","14","10","82","141","","","2017/2/9 9:00:00"
"XHPROPM25IN1475A","1.6","67","17","19","87","153","","","2017/2/9 10:00:00"
"XHPROPM25IN1475A","1.6","67","17","19","87","153","","","2017/2/9 10:00:00"
"XHPROPM25IN1475A","1.8","78","17","35","88","151","","","2017/2/9 11:00:00"
"XHPROPM25IN1475A","1.8","78","17","35","88","151","","","2017/2/9 11:00:00"
"XHPROPM25IN1475A","2","87","15","76","112","150","","","2017/2/9 12:00:00"
"XHPROPM25IN1475A","2","87","15","76","112","150","","","2017/2/9 12:00:00"
"XHPROPM25IN1475A","1.6","73","15","107","95","124","","","2017/2/9 13:00:00"
"XHPROPM25IN1475A","1.6","73","15","107","95","124","","","2017/2/9 13:00:00"
"XHPROPM25IN1475A","1.4","66","13","114","103","121","","","2017/2/9 14:00:00"
"XHPROPM25IN1475A","1.4","66","13","114","103","121","","","2017/2/9 14:00:00"
"XHPROPM25IN1475A","1.5","75","13","117","93","110","","","2017/2/9 15:00:00"
"XHPROPM25IN1475A","1.5","75","13","117","93","110","","","2017/2/9 15:00:00"
"XHPROPM25IN1475A","1.5","79","13","119","113","127","","","2017/2/9 16:00:00"
"XHPROPM25IN1475A","1.5","79","13","119","113","127","","","2017/2/9 16:00:00"
"XHPROPM25IN1475A","1.4","85","14","94","116","121","","","2017/2/9 17:00:00"
"XHPROPM25IN1475A","1.4","85","14","94","116","121","","","2017/2/9 17:00:00"
"XHPROPM25IN1475A","1.2","69","13","97","77","102","","","2017/2/9 18:00:00"
"XHPROPM25IN1475A","1.2","69","13","97","77","102","","","2017/2/9 18:00:00"
"XHPROPM25IN1475A","1.4","88","15","64","94","142","","","2017/2/9 19:00:00"
"XHPROPM25IN1475A","1.4","88","15","64","94","142","","","2017/2/9 19:00:00"
"XHPROPM25IN1475A","1","82","16","44","52","0","","","2017/2/9 20:00:00"
"XHPROPM25IN1475A","1","82","16","44","52","0","","","2017/2/9 20:00:00"
"XHPROPM25IN1475A","0.6","46","15","63","37","77","","","2017/2/9 21:00:00"
"XHPROPM25IN1475A","0.6","46","15","63","37","77","","","2017/2/9 21:00:00"
"XHPROPM25IN1475A","0.4","23","15","85","31","64","","","2017/2/9 22:00:00"
"XHPROPM25IN1475A","0.4","23","15","85","31","64","","","2017/2/9 22:00:00"
"XHPROPM25IN1475A","0.4","28","18","76","33","57","","","2017/2/9 23:00:00"
"XHPROPM25IN1475A","0.4","28","18","76","33","57","","","2017/2/9 23:00:00"
"XHPROPM25IN1475A","0.6","34","23","70","34","62","","","2017/2/10"
"XHPROPM25IN1475A","0.6","34","23","70","34","62","","","2017/2/10"
"XHPROPM25IN1475A","1.2","59","22","34","36","61","","","2017/2/10 1:00:00"
"XHPROPM25IN1475A","1.2","59","22","34","36","61","","","2017/2/10 1:00:00"
