   ,CO,NO2,SO2,O3,PM25,PM10,TEMPERATURE,HUMIDITY,RECEIVETIME,PM05N,PM1N,PM25N,PM10N
5728,198.23,401.3,229.07,659.63,69.33,76.9,16.5,112,2017/9/18 7:00,14068.53,4301.23,534.43,3914686.73
5729,286.9,451.73,238.93,748.83,105.87,118.93,19.23,112.07,2017/9/18 8:00,17735.97,5958.93,835.37,559243.53
5730,269.4,649.23,233.37,1107.7,83.43,93.17,23.03,105.97,2017/9/18 9:00,12476.97,4190.33,637.5,3
5731,243.3,816.17,208.57,1363.17,43,52.87,26.6,62.7,2017/9/18 10:00,5924.7,2224.97,332.83,3
5732,265.4,890.53,162.83,1484.77,62.13,69.97,28.73,59.2,2017/9/18 11:00,9004.43,3202.77,478.43,3
5733,284.2,1087.17,150.53,1842.47,92.67,103.63,30.9,57.13,2017/9/18 12:00,13142.67,4517.63,703.47,3
5734,284.9,1139.87,149.83,1988.5,72.33,81.4,32.6,45.13,2017/9/18 13:00,10507.73,3611.27,524.83,3
5735,298.53,1235.5,151.9,2077.27,69.93,79.5,33.33,39.7,2017/9/18 14:00,10204.97,3513.73,507.53,3
5736,291.13,1339.43,139.8,2256.07,75.03,87.07,32.6,42.4,2017/9/18 15:00,10981.2,3751.8,550.37,3
5737,277.77,1224.2,135.23,2176.93,70.63,79.63,32,44.4,2017/9/18 16:00,10586.9,3590.57,504.67,3
5738,272.43,1189.27,134.27,2153.53,65.47,74,31.53,44.93,2017/9/18 17:00,9771.67,3369,469.63,3
5739,265.93,1086.57,126.87,1942.33,60.93,69.93,29.47,52.47,2017/9/18 18:00,8938.03,3132.73,450.37,3
5740,250.4,875.37,134.6,1572.8,79.53,94.73,26.4,68.3,2017/9/18 19:00,11270.63,3977.03,629.23,3
5741,223.63,690.23,148.93,1246.33,93.43,111.2,23.8,95.6,2017/9/18 20:00,14418.03,4678.47,759.97,3
5742,215,667.37,161.53,1144.4,102.27,115.23,22.23,110.83,2017/9/18 21:00,15925.67,5305.67,800.47,3
5743,195.73,625.63,159.87,1097.27,90.77,101.5,21.1,112.77,2017/9/18 22:00,14370.2,4909.73,702.8,3
5744,183.07,613.37,158.63,1054.73,90.5,100.2,20,112,2017/9/18 23:00,14899.1,5020.87,688.1,3
5745,181.6,576.73,164,1012.47,86.23,96.8,20,112,2017/9/19,14318.53,4837.67,673.27,3
5746,184.27,591.43,167.83,977.47,98.8,110.03,19.23,112,2017/9/19 1:00,17907.7,5619.63,758.5,3
5747,182.8,523.07,201.17,880.73,110.97,123.8,19.03,112,2017/9/19 2:00,20300.73,6440.13,860,3
5748,185.87,514.1,217,833.7,100.47,110.17,19,112,2017/9/19 3:00,18702.9,5944.53,773.93,3
5749,182.57,456.8,228.03,776.03,91.33,98.93,19,112,2017/9/19 4:00,17730.53,5440.23,681.73,3
5750,189.5,437.77,241.93,708.07,88.13,95.73,18.43,112,2017/9/19 5:00,18021.17,5364.07,644.73,3
5751,176.77,407.77,264.27,677.17,75.5,82.77,18,112,2017/9/19 6:00,16091.03,4696.9,545.63,3
5752,201.5,437.27,251.97,718.93,63.53,69.03,18.23,112,2017/9/19 7:00,12709.03,3863.9,468.67,559243.53
5753,212.03,451.63,278.07,727.8,46.8,53.43,20.7,110.17,2017/9/19 8:00,7765.27,2606.17,349.8,3
5754,169.1,684.13,265.03,997.27,20.67,25.47,24.6,62.57,2017/9/19 9:00,4106.43,1158.07,132.43,3
5755,227.17,881.93,300.9,1171.27,10.77,13.73,28.63,30.8,2017/9/19 10:00,1632.17,789.77,71,3
5756,209.33,1002.63,330.97,1210.73,8.37,10.47,31.57,14.1,2017/9/19 11:00,1027.6,585.63,28.4,3
5757,213.63,915.77,330.47,1228.7,6.27,8.2,33,12.53,2017/9/19 12:00,1006.83,588.87,32.1,3
5758,201.67,981.17,258.03,1375.13,6.6,9.5,33.63,11.53,2017/9/19 13:00,1096.03,606.9,34.9,3
5759,199,972.13,245.43,1465.07,6.2,7.9,34.07,10.2,2017/9/19 14:00,1017.37,581.07,27.77,3
5760,202.07,908.13,210.17,1354.83,6.13,7.73,33.43,11.13,2017/9/19 15:00,996.17,592.17,26.03,3
5761,178.03,888,178.4,1480.13,6.57,8.13,32.5,12.83,2017/9/19 16:00,1042.77,594.5,30.3,3
5762,168.67,791.3,179.17,1320.33,7,9.53,31.2,15.33,2017/9/19 17:00,1121.67,621.5,38.07,3
5763,180.43,720.23,173.8,1262.6,15.43,26.6,29.1,26.6,2017/9/19 18:00,1799.57,914.83,139.73,3
5764,184.1,673.1,194.1,1159.33,24.53,42.3,26.07,37.57,2017/9/19 19:00,2761.53,1269.9,242.6,3
5765,152.97,566.33,206.37,960.57,18.23,27.5,23.43,51.47,2017/9/19 20:00,3831.93,1025.7,146.8,3
5766,152.27,568.9,202.93,896.33,25.33,42.23,21.57,73.5,2017/9/19 21:00,3960.9,1360.27,259.23,3
5767,151,568.23,202.4,897.9,42.57,67.07,20.9,80.13,2017/9/19 22:00,4187.83,1744.7,343.23,3
5768,149.07,553.73,187.2,878.07,33.1,52.67,19.73,89.9,2017/9/19 23:00,4818.2,1882.37,368.2,3
5769,151.23,531.93,196.27,804.6,35.07,53.8,18.63,107.37,2017/9/20,6920.63,1848.77,360.13,3
5770,148.03,527.67,184.2,814.73,36.03,56.3,18,112,2017/9/20 1:00,6279.5,1818.37,366.63,2796205.67
5771,145.97,450.93,222.7,693.93,49.43,66.87,16.77,112,2017/9/20 2:00,10474.6,2925.27,419.8,5033167.8
5772,123.83,425.53,218.13,657.03,19.43,23.47,16,112,2017/9/20 3:00,4970.9,1264.73,137.3,10066332.6
5773,143.4,454.87,226.87,664.03,35.57,55.4,16,112,2017/9/20 4:00,5913.77,2035.8,389.57,8947851.53
5774,134.27,423.47,256.2,597.5,23.47,29.43,16,112,2017/9/20 5:00,5345.33,1520.6,181.13,11744054.2
5775,146,436.93,246.87,631.17,38.27,46.33,16,112,2017/9/20 6:00,6428.2,1773.13,219.33,12862535.27
5776,169.7,447.3,258.63,647.2,32.9,40.8,16.27,112,2017/9/20 7:00,7998.8,1955.5,256.2,10625573.13
5777,205.2,478.53,248.23,708.67,45.43,53.13,18.37,112,2017/9/20 8:00,9975.07,2851.7,339,559243.53
5778,227,616.13,266.5,854.53,33.2,40,22.73,111.67,2017/9/20 9:00,5759.73,1847.4,240.03,3
5779,238.7,628.33,390.2,934.93,18.27,23.7,27.17,69.17,2017/9/20 10:00,2698.4,1097.77,123.97,3
5780,230.6,778.73,437.33,1060.57,8.77,11.17,31,26.83,2017/9/20 11:00,1383.93,699.4,51.63,3
5781,241.5,703.3,397.97,1103.4,11.57,16.2,32.07,25.9,2017/9/20 12:00,1736.47,804.2,78.3,3
5782,232.77,786.5,337.33,1242.67,9.67,12.67,33.57,20.8,2017/9/20 13:00,1512,737.07,58.9,3
5783,237.6,851.93,334.27,1333.77,9.87,12.73,34.63,16.63,2017/9/20 14:00,1544.97,728.27,55.73,3
5784,221.57,805.7,289.8,1326.8,10.77,15.17,32.8,17.23,2017/9/20 15:00,1640.53,783.37,71.4,3
5785,215.4,846.77,233.63,1388.4,11.73,16.77,31.67,18.1,2017/9/20 16:00,1679.57,803.07,77.1,3
5786,207.43,833.37,203.73,1404.97,14.73,22.8,30.7,20.4,2017/9/20 17:00,2013.77,932.57,113.17,3
5787,183.97,821,140.87,1330.1,13.9,23.6,28.03,38.13,2017/9/20 18:00,1793.07,910.67,135.53,3
5788,171.33,796.6,148.7,1240.17,16.8,24.83,25.27,48.1,2017/9/20 19:00,2523.37,964.47,124.17,3
5789,158.6,702.53,173.6,1112.97,26.77,41.73,23.93,66.2,2017/9/20 20:00,5059.23,1353.27,230.5,3
5790,150.2,674.93,169.67,1073.67,22.8,36.83,23,78.23,2017/9/20 21:00,5024.43,1144.73,176.1,3
5791,151.67,633.13,221.17,937.47,19.2,25.9,22.13,78.6,2017/9/20 22:00,3270.53,1164.03,155.57,3
5792,141.17,610.3,197.93,874.2,17.17,25.07,21,81.63,2017/9/20 23:00,2626.67,1110.2,149.13,3
5793,135.5,594.47,184.83,845.83,20.33,27.23,20,87.4,2017/9/21,3395.4,1330.93,178.8,3
5794,133.7,603.93,182.83,835.7,17.6,22.53,19.7,91.53,2017/9/21 1:00,3529.13,1240.73,144.27,3
5795,138.83,548.8,195.63,796.93,19.57,26.63,19,95.53,2017/9/21 2:00,3742.7,1312.27,173.9,3
5796,140.67,539.23,212,732.87,21.77,30.07,17.87,104.63,2017/9/21 3:00,4288.8,1438,201.23,2796205.67
5797,150.63,499.4,212.33,716.5,25.9,35.17,17,107,2017/9/21 4:00,4744.77,1696.27,229.53,6710889.4
5798,157.8,511.3,218.87,674.7,31.2,39.47,17,110.3,2017/9/21 5:00,6605.97,2032.23,269.2,8388611
5799,170.93,476.63,245.5,628.43,44.47,57,16.07,112,2017/9/21 6:00,10258.3,2702.17,426.97,11744054.2
5800,192.4,493.3,254.27,639.47,52.1,61.6,16.07,112,2017/9/21 7:00,12369.9,3120.07,388.17,11744054.2
5801,217.73,576.57,233.77,811.23,52.9,62.93,18.2,107.8,2017/9/21 8:00,10522.2,3346.3,426.33,1677724.6
5802,231.43,797.77,196,1059.6,73.93,86.1,22,99.6,2017/9/21 9:00,12267.63,3936.3,564.6,3
5803,230.13,1022.37,144.07,1369.77,71.87,83.23,25.97,77.83,2017/9/21 10:00,10580.07,3602.23,559.03,3
5804,232.1,1179.53,134.53,1627.93,56.77,65.33,28.83,62,2017/9/21 11:00,8300.77,2912.57,424.03,3
5805,237.13,1277,133.73,1775.4,54.53,62.67,30.83,49.53,2017/9/21 12:00,8175.03,2800.03,401.93,3
5806,237.33,1311.9,135.73,1887.27,48.8,57.67,31.87,44.5,2017/9/21 13:00,7300.33,2516.63,355.27,3
5807,227.5,1395.13,136.7,2009.33,40.13,48,32.67,39.73,2017/9/21 14:00,6257.2,2158.87,287.97,3
5808,222.57,1487.9,133.67,1984,37.8,44.93,32.03,36.5,2017/9/21 15:00,5721.37,2035,270.47,3
5809,218.17,1457.47,129,1984.53,41.23,47.93,31.37,40.33,2017/9/21 16:00,6331.33,2202.53,300.97,3
5810,210.67,1311.47,123.6,2007.3,49,56.67,30.3,48.07,2017/9/21 17:00,7472.23,2564.07,357.9,3
5811,214.3,1157.7,119.47,1843.77,57.83,66.63,28.6,58.93,2017/9/21 18:00,8705.63,2979.17,429.03,3
5812,210.4,986.2,120.73,1575.1,71.73,83.67,26.57,76.8,2017/9/21 19:00,10781.6,3689.13,556.93,3
5813,195.13,965.47,113.97,1528.27,75.97,85.83,25,91.33,2017/9/21 20:00,11799.63,3819.7,579.37,3
5814,185.07,1025.07,109.63,1536.37,68.8,78.37,24.27,88.8,2017/9/21 21:00,11713.5,3496.2,524.53,3
5815,186.17,988.33,110.53,1483.97,68.23,79.27,24,89.3,2017/9/21 22:00,12712.27,3565,532.97,3
5816,187.87,998.63,108.67,1506,59.27,66.4,24,85.5,2017/9/21 23:00,10528.9,3070.5,437.73,3
5817,149.2,816.77,108.23,1158,21.5,29.13,21.03,102.5,2017/9/22,4565.83,1325.47,162.33,1677724.6
5818,129.4,586.7,126.37,957.8,24.5,26.67,18,112,2017/9/22 1:00,6602.7,1602.07,138.13,3914686.73
5819,127.3,535.97,146.73,892,31.43,35.67,18,112,2017/9/22 2:00,6953.07,2128.23,221.4,4473927.27
5820,127.6,626.97,132.9,963.17,32.23,37.23,18,112,2017/9/22 3:00,7295.37,2114.33,236.7,7270129.93
5821,129.97,682.43,126.3,967.03,47.3,53.63,18,112,2017/9/22 4:00,7260.47,2151.47,244.67,8388611
5822,132.8,685.3,134.17,939.33,37.2,56.37,18,112,2017/9/22 5:00,8645.6,2455.73,260.43,7270129.93
5823,146.13,728.43,151.27,946.1,48.37,52.87,19,112,2017/9/22 6:00,10496.1,3101.27,347.03,3355446.2
5824,164.43,667.87,188.5,878.53,65.73,73.07,19.77,112,2017/9/22 7:00,14291.07,3894.57,475.53,3
5825,183.93,619.1,223.83,827.03,78.3,91.83,20.43,112.33,2017/9/22 8:00,15673.9,4326.97,600.83,3
5826,177.07,557.97,246.37,838.57,62,69.4,22.4,113,2017/9/22 9:00,11088.3,3315.4,468,3
5827,186.23,692.07,255.17,994.53,47.07,55.03,24.93,97.73,2017/9/22 10:00,7415.67,2386.1,345,3
5828,194.7,844.8,261.7,1107.17,40.33,67.17,26.87,48,2017/9/22 11:00,3432.93,1527.27,271.67,3
5829,180.63,991.07,268.67,1185.5,23.07,43.77,28.17,26.17,2017/9/22 12:00,2305.1,1237.67,256.37,3
5830,176.27,855.37,274.63,1108.63,17.97,35.87,29.43,16.07,2017/9/22 13:00,1668.67,994.77,206.23,3
5831,182,794.4,287.3,1122.03,16.7,35.1,30.7,12.5,2017/9/22 14:00,1478.97,978.43,193.63,3
5832,178.17,770.2,248.87,1136.87,17.13,34.47,30.13,12.43,2017/9/22 15:00,1499.97,958.3,193.73,3
5833,168.87,718.8,212.67,1169.07,18.63,37.83,29.3,13.4,2017/9/22 16:00,1652.17,995.5,215.2,3
5834,158.53,680.43,201.03,1132.43,18.73,38.97,28.6,17.17,2017/9/22 17:00,1663.9,1020.33,220.9,3
5835,160.03,637.07,221.2,1059.47,21.33,42.8,26.2,24.7,2017/9/22 18:00,1941.07,1127.97,264.7,3
5836,164.07,609.67,198.3,955.7,28.63,56,23.2,41.2,2017/9/22 19:00,4054.7,1356.47,331.93,3
5837,155.97,600.07,218.57,966.87,33.23,57.53,21.3,50.6,2017/9/22 20:00,3677.13,1717.5,379.37,3
5838,161,548.6,235.87,873,35.27,61.67,20.3,64.23,2017/9/22 21:00,4521.6,1888.6,415.87,3
5839,169.43,602.43,234.8,955.07,44.13,67.8,19.33,69.4,2017/9/22 22:00,6294,2539.23,512.17,3
5840,143.9,601,218.43,931.77,41.9,62.6,19,64.9,2017/9/22 23:00,6441.73,2443.5,448.87,3
5841,140.83,526.67,202.33,715.43,43.87,62.97,18.1,79.77,2017/9/23,5308.67,1705.53,318.7,4473927.27
5842,135.3,531.53,229.23,680.1,27.03,39.9,17,90.33,2017/9/23 1:00,5992.43,1540.17,268.17,12862535.27
5843,137.2,472.53,227.3,660.57,28.07,43.37,16.47,91.2,2017/9/23 2:00,5328.6,1500,294.53,13421775.8
5844,127.67,506.7,203.9,743.47,25.33,37.13,16.23,87.6,2017/9/23 3:00,5362.53,1437.13,245.77,13421775.8
5845,135.4,507.2,209.97,694.4,27.2,38.13,16.27,87.67,2017/9/23 4:00,6786.57,1508.3,235.4,12862535.27
5846,141.23,546.87,236.57,767.7,23.87,36.97,16.33,80.67,2017/9/23 5:00,3955.27,1448.9,269.83,13421775.8
5847,147.8,524.57,259,703.13,23.9,37.2,16.77,75.83,2017/9/23 6:00,3528.23,1445.5,266.37,12303294.73
5848,158.43,517.67,245.53,711.53,25.57,40.03,16.6,78.37,2017/9/23 7:00,3783.47,1534.2,290.83,12303294.73
5849,168.97,610.83,271.5,839.43,28.4,44.17,19.2,68.2,2017/9/23 8:00,4182.73,1688.73,313.63,559243.53
5850,172.97,796.23,239.13,1110.93,27.07,44.7,23,48.07,2017/9/23 9:00,4081.2,1402.43,265.93,3
5851,185.2,977.47,209.4,1279.8,25.5,43.53,25.87,33.83,2017/9/23 10:00,3067.2,1296.6,247.47,3
5852,202.6,1090.57,157.93,1549.97,27,45.77,28.5,28.83,2017/9/23 11:00,3070.57,1416.73,273.73,3
5853,220.39,1216.46,140.64,1738.18,46.21,66.21,30.54,27.54,2017/9/23 12:00,3966.57,1608.39,283.5,3
5854,226.17,1293.77,133.63,1917.23,33.77,50.1,31.77,27.6,2017/9/23 13:00,4246.1,1731.3,297.83,3
5855,232.9,1319.6,135.33,2027.63,38.2,50.17,32.67,33.3,2017/9/23 14:00,5395.37,2029.33,308,3
5856,228.97,1403.6,133.87,2083.7,37.2,48.4,32.07,31.13,2017/9/23 15:00,5057.5,1927.73,295,3
5857,216.17,1332.17,130.7,2068.43,36.8,47,31.77,36.23,2017/9/23 16:00,5363.1,1973.17,284,3
5858,208.3,1292.73,126,2005.93,38.43,45.87,30.73,41.8,2017/9/23 17:00,5798.1,2076.27,283.53,3
5859,209.87,1098.73,123.33,1807.77,40.9,50.63,29.17,49.63,2017/9/23 18:00,5910.67,2143.5,311.73,3
5860,198.9,1100.5,110.2,1845.67,45.23,57.87,26.83,53.8,2017/9/23 19:00,6424.6,2368.9,372.13,3
5861,185.4,998.07,107.13,1646.23,49.53,59.27,25.3,62.07,2017/9/23 20:00,7471.17,2499.97,386.7,3
5862,183.23,861.53,116.53,1447.5,60.37,74.53,24.4,72.17,2017/9/23 21:00,9879.67,2965.47,464.67,3
5863,183.6,683.9,139.43,1177.6,69.9,84.6,23.27,90.6,2017/9/23 22:00,12841.8,3645.1,560.27,3
5864,172.23,649.43,149.07,1026.8,71.87,83.37,22.07,108.53,2017/9/23 23:00,12734.33,3902.03,549.77,3
5865,169.53,667,150.33,1025.2,84.87,96.77,22,113,2017/9/24,15024.47,4637.93,653,3
5866,171.7,614.73,163.3,971.7,88.2,98,21,113,2017/9/24 1:00,15312.53,4788.2,672.17,3
5867,173.5,594,177.7,900.7,99.17,109.83,21,113,2017/9/24 2:00,17268.73,5537.27,767.73,3
5868,170.37,569.87,186.17,880.83,103.27,113.37,21,112.73,2017/9/24 3:00,19256.93,6016.83,796.83,3
5869,180.23,605.8,186.87,874.37,105.47,115.07,21,112.97,2017/9/24 4:00,19564.8,6106.47,811.77,3
5870,181.5,571.1,190.13,826.97,101.93,112.43,21,113,2017/9/24 5:00,18642.6,5943.13,803.87,3
5871,180.07,550.2,206.93,780,94.9,105.2,21,112.7,2017/9/24 6:00,16917.67,5480.43,748.47,3
5872,176.7,587.17,189.1,808.8,83.5,93.87,21,112.47,2017/9/24 7:00,14602.87,4856.4,676.53,3
5873,187.13,570.53,201.3,832.6,75.13,88.17,21.8,113,2017/9/24 8:00,12355.1,4112.2,601.33,3
5874,197.83,660.1,203.8,933.93,73.4,86.27,24.2,113.17,2017/9/24 9:00,11631.53,3694.83,580.63,3
5875,220.2,799,201.5,1154.2,66.97,79.47,27.17,103.3,2017/9/24 10:00,9491.13,3381.1,528.03,3
5876,232.23,861.67,188.9,1348.63,61.97,72.8,29.73,79.73,2017/9/24 11:00,8959.07,3132.87,470.97,3
5877,233.4,941.17,167.7,1512.37,54.77,64.7,30.87,68.9,2017/9/24 12:00,8058.53,2805.47,417.77,3
5878,230.53,998.5,159.63,1665.07,54.17,63.23,31.83,61.53,2017/9/24 13:00,8115.13,2745.83,400.6,3
5879,239.2,996.47,169.1,1706.3,45.07,52.53,33.93,49.37,2017/9/24 14:00,7096,2298.27,309.27,3
5880,240.83,1072.63,161.57,1848.93,41.43,49.53,34,44.47,2017/9/24 15:00,6541.63,2173.2,295.73,3
5881,232.7,1083.27,153.3,1915.33,41.17,49.27,33.27,46,2017/9/24 16:00,6309.33,2155.53,298.1,3
5882,221.57,1069.2,145.57,1859.53,34.93,42.33,32.57,47.17,2017/9/24 17:00,5361.27,1889.23,249.93,3
5883,219.27,960,151.6,1608.7,38.47,52.27,30.6,54.43,2017/9/24 18:00,5381.7,1951.57,293.27,3
5884,207.5,794.47,156.2,1326.63,44.9,59,28.07,71.23,2017/9/24 19:00,6765.27,2323.17,360.47,3
5885,183.13,690.83,136.93,1190.8,99.27,112.03,25.4,112.03,2017/9/24 20:00,14849.2,4987.13,756.2,3
5886,174.63,595.9,161.9,1031.83,123.43,139.07,23.73,113,2017/9/24 21:00,21061.17,6328.73,945.43,3
5887,173.23,653.43,152.57,1079.23,129.9,147.43,23,113,2017/9/24 22:00,22946.03,6821.53,1022.5,3
5888,171.83,609.37,157.43,1039.37,128.63,145.13,22.6,113,2017/9/24 23:00,20754.53,6815.17,1043.6,3
5889,181.87,612.23,171.03,1032.87,137.13,155.57,22.23,113,2017/9/25,22481.77,7126.33,1067.37,3
5890,187.17,588.33,178.97,977.93,144.9,166.63,23,113,2017/9/25 1:00,25146.57,7631.03,1161.4,3
5891,172.2,533,217.5,873.5,112.8,127.87,22.4,113,2017/9/25 2:00,18441.6,5974.37,892.07,3
5892,166.77,520.33,229.4,790.63,104.97,119.53,21.6,113,2017/9/25 3:00,16253.83,5689.03,866.6,3
5893,163.23,544.57,231.17,806.43,90.57,137.47,21,113,2017/9/25 4:00,14853.93,5060.93,722.5,3
5894,174.73,538.7,238.13,801.6,96.27,109,21,113,2017/9/25 5:00,15656.93,5358.83,772.63,3
5895,172.13,510.73,229.53,790.97,90.63,102,21,112.87,2017/9/25 6:00,15097.1,5101.67,709.9,3
5896,175.6,519.6,224.17,756.67,108.13,120.2,20.03,112,2017/9/25 7:00,19285.37,6362.2,873.17,3
5897,204.47,546.87,237.3,822.2,132.27,149.47,21.77,112.9,2017/9/25 8:00,22559.93,7265.13,1073.63,3
5898,216.43,687.03,222.93,1073.37,110.47,131.77,24.73,113.37,2017/9/25 9:00,16247.17,5364.13,884.23,3
5899,225.4,800.17,210.23,1232.2,94.1,109.2,27.03,106.07,2017/9/25 10:00,13357.87,4661.87,743.17,3
5900,232.23,885.4,187.07,1422.43,82.4,97.73,29.27,83.1,2017/9/25 11:00,11915.37,4045.7,635.63,3
5901,234.63,971.43,178.43,1558.23,68.87,79.8,31,67.8,2017/9/25 12:00,10797.63,3390.87,502.43,3
5902,237.73,1045.3,158.43,1754.87,66.73,76.03,31.87,58.33,2017/9/25 13:00,10720.23,3272.47,469.9,3
5903,240.53,1133.47,148,1865.53,74,83.2,32.03,54.43,2017/9/25 14:00,11665.27,3591.63,523.47,3
5904,247.47,1230.73,138.43,2115.73,74.5,85.13,32.3,52.17,2017/9/25 15:00,11692.5,3639.6,529.43,3
5905,226.83,1295.6,132.97,2041.7,53.5,64.57,31.4,52.47,2017/9/25 16:00,8524.8,2681.8,375.57,3
5906,192.7,1134.63,129.33,1803.13,30.03,40.23,29.83,51.13,2017/9/25 17:00,5930.97,1530.1,214.4,3
5907,203.13,1085.4,124.43,1717.77,36.9,44.53,28.37,55.13,2017/9/25 18:00,8260.57,1682,226,3
5908,195.37,972.67,132,1540.5,38.83,48.4,26.43,66.17,2017/9/25 19:00,7517.7,1891.1,270.73,3
5909,181.4,759.87,172.43,1236.97,46.77,56.63,25.27,76.3,2017/9/25 20:00,9132.4,2001.43,247.8,3
5910,181.9,725.77,185.97,1198.67,63.37,74.7,25,92.53,2017/9/25 21:00,12382.57,2899.27,342.77,3
5911,170.8,882.37,135.77,1294.83,69.03,77.67,24.57,102.07,2017/9/25 22:00,13683.27,3269.9,403,3
5912,163.2,875.07,125.1,1256.93,88.1,94.83,24,111.63,2017/9/25 23:00,15361.77,5467.97,487.43,3
5913,169.93,792.5,148.33,1126.73,116.53,122.87,23.4,113,2017/9/26,19439.37,8060.17,657.23,3
5914,157.1,661.67,173.63,1000.5,115.6,121.7,22.73,113,2017/9/26 1:00,18252.5,7091.13,632.23,3
5915,154.1,664.43,179.13,979.57,117.2,126.43,22,113,2017/9/26 2:00,17560.8,6761.47,727.87,3
5916,163.57,549.1,232.93,845.63,115.8,122.9,21.5,113,2017/9/26 3:00,18518.53,6453.73,722.17,3
5917,175.63,529.3,242.77,820.87,108.03,115.53,21,113,2017/9/26 4:00,18631.23,6286.97,697.4,3
5918,176.97,475.2,283.33,683.97,111.43,119.43,20.63,112.53,2017/9/26 5:00,19130.63,6784.9,732.87,3
5919,164.97,418.37,267.43,609.17,123.23,130.97,20,112,2017/9/26 6:00,20649.9,9725.33,1026.3,3
5920,169.63,476.73,241.03,706.7,129.4,136.57,20.33,112.23,2017/9/26 7:00,20002.63,10184.77,916.07,3
5921,195.8,626.3,187.07,1006.83,101.57,114.57,22.27,113,2017/9/26 8:00,19058,6135.1,667.73,3
5922,196.77,792.33,157.13,1237.63,76.83,89.83,24.4,113,2017/9/26 9:00,12500.33,3734.87,539.13,3
5923,197.9,749.43,156.4,1217.23,68.53,115.67,24.67,113,2017/9/26 10:00,9853.93,3235.3,495.5,3
5924,182.97,793.8,158.47,1218.67,58.67,67.67,25.43,113.6,2017/9/26 11:00,8807.33,2938.27,432.87,3
5925,208.4,792.93,162,1199.53,52.8,60.9,26.03,112.67,2017/9/26 12:00,7894.67,2646.87,393.73,3
5926,192.13,938.67,153.4,1325.77,36.97,42,27,94.2,2017/9/26 13:00,5766.47,1975.27,269.83,3
5927,172.03,938.5,138.53,1322.17,34.07,39.43,27,84.9,2017/9/26 14:00,5317.27,1831.17,245.03,3
5928,183.67,951.73,128.53,1342.7,39.93,45.07,27.2,92.27,2017/9/26 15:00,6367.13,2115.57,286.4,3
5929,206.03,1005.5,127.1,1351.33,45.57,52.53,26,89.97,2017/9/26 16:00,7338.2,2266.4,318.77,3
5930,176.47,789.2,163.57,1064.63,33.23,40.43,24.03,82.47,2017/9/26 17:00,7284.53,1880.97,175.3,3
5931,188.13,749.1,178.9,1007.93,28.3,35.07,23.73,82.83,2017/9/26 18:00,8511.77,2014.43,146.7,3
5932,161.57,845.8,130.5,972.4,44,50.53,22.4,102.67,2017/9/26 19:00,12798.9,2888.73,212.07,3
5933,125.67,953.7,114.73,950.27,61.1,67.73,20.37,112.27,2017/9/26 20:00,16049.37,5271.13,196.23,3
5934,110.23,704.3,122.5,913,51.5,54.53,19,112,2017/9/26 21:00,17552.53,3993.97,141.07,3914686.73
5935,121.63,846.8,123.5,953.3,41.3,62.27,19,112,2017/9/26 22:00,14142,3162.6,105.97,1118484.07
5936,123.47,826.43,122.63,1014.03,15.47,18.07,19.97,111.83,2017/9/26 23:00,6160,883.2,74.13,559243.53
5937,123.63,757.07,136.27,947.03,10.67,13.33,20,109.5,2017/9/27,3160.3,719.8,66.37,3
5938,120.57,644.97,157.97,896.97,10.17,12.4,20,105.7,2017/9/27 1:00,3097.7,652.23,53.57,3
5939,129.4,672.9,171.37,815.1,12.53,19.83,19.4,107.77,2017/9/27 2:00,4965.17,790.63,59.07,559243.53
5940,135.03,615.43,215.87,762.03,15.77,17.5,18.57,102.93,2017/9/27 3:00,6006.17,956.73,55.27,6151648.87
5941,133.77,553.4,237.43,709.93,20.17,22.4,18,99.23,2017/9/27 4:00,6102.07,676.4,53.7,5033167.8
5942,127.43,545.7,248.63,698.63,14.23,15.6,18,97.7,2017/9/27 5:00,7005.77,690.27,44.17,5592408.33
5943,127.27,514.7,247.87,697.63,16.47,17.9,18,98,2017/9/27 6:00,8139.23,711.1,47.13,7270129.93
5944,117.47,531.37,219.93,759.23,21.87,23.17,18,93.9,2017/9/27 7:00,9908.23,1441.5,38.03,5592408.33
5945,125.77,552.53,210.73,757.57,38.67,40.37,18.53,93.53,2017/9/27 8:00,14615.9,3121.47,43.47,1118484.07
5946,127.3,649.73,201.1,911.2,19.73,21.7,20.23,71.6,2017/9/27 9:00,8054.73,1203.27,36.2,3
5947,133.37,667.5,188.33,931.83,11.5,13.23,21.53,58.07,2017/9/27 10:00,4450.5,561.87,34.23,3
5948,134.6,666.77,191.57,944.63,13.63,13.9,22.37,54.17,2017/9/27 11:00,3924.67,396.1,31.6,3
5949,138.23,708.6,209.17,949.67,5.27,5.27,23.4,51.73,2017/9/27 12:00,819.37,171.8,26.8,3
5950,146.4,673.6,208.87,1017.37,4.3,4.3,24,51.33,2017/9/27 13:00,547.2,151.77,21.33,3
5951,153.03,727.5,211.47,1086.43,2.83,2.83,25.2,47.4,2017/9/27 14:00,269.93,143.47,22.1,3
5952,150.83,722.1,191.47,1063.03,5.83,5.83,24,51.67,2017/9/27 15:00,767.33,162.5,25.33,3
5953,150.07,719.23,174.23,1143.57,13.47,13.47,23.37,50.9,2017/9/27 16:00,2886.5,312.67,35.03,3
5954,150.3,756.07,160.63,1134.63,14.67,14.67,22.37,51.73,2017/9/27 17:00,5097.07,551.2,41,3
